ParentIndividualID,ParentProjectEntityID,ParentRole,ParentSex,ParentGeneration,ChildIndividualID,ChildProjectEntityID,ChildGeneration,EdgeEvidenceClass,IncludedInTierA,IncludedInTierB,ForcedCompletionEdge,EdgeBootstrapFraction,EdgeAlternatives95,ChildReportedParentCount,ChildExactPairStableAtTierA,ChildExactPairStableAtTierB,ChildEvidenceStatus,ChildEvidenceTier,ParentCountMAPState,ParentCountStable,RawTwoParentVsReducedLoglik,Caveat
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst15,2021cicX13611490,F2,Tier_A_strict_identity,True,True,False,0.5095,fTroAst56:0.509;fTroAst32:0.143;fTroAst50:0.102;fTroAst26:0.101;fTroAst19:0.050;fTroAst44:0.042;fTroAst38:0.036,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-899112.2576273074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst22,2021cicX13611491,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst43:1.000,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-648144.7112715775,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst22,2021cicX13611491,F2,Tier_A_strict_identity,True,True,False,0.731,fTroAst12:0.731;fTroAst38:0.178;fTroAst32:0.058,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-648144.7112715775,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst55,2021cicX13611465,father,M,F1,fTroAst29,2021cicX13611492,F2,Tier_A_strict_identity,True,True,False,0.8875,fTroAst55:0.888;fTroAst31:0.079,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-657832.9812094225,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst29,2021cicX13611492,F2,Tier_A_strict_identity,True,True,False,0.774,fTroAst38:0.774;fTroAst12:0.224,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-657832.9812094225,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst35,2021cicX13611493,F2,Tier_A_strict_identity,True,True,False,0.7575,fTroAst18:0.757;fTroAst37:0.184;fTroAst11:0.057,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-580252.3058406641,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst35,2021cicX13611493,F2,Tier_A_strict_identity,True,True,False,0.5675,fTroAst56:0.568;fTroAst12:0.142;fTroAst50:0.090;fTroAst26:0.059;fTroAst32:0.048;fTroAst19:0.044,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-580252.3058406641,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst41,2021cicX13611494,F2,Tier_A_strict_identity,True,True,False,0.726,fTroAst11:0.726;fTroAst25:0.161;fTroAst43:0.095,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-533827.5070079886,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst41,2021cicX13611494,F2,Tier_A_strict_identity,True,True,False,0.9895,fTroAst26:0.990,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-533827.5070079886,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst47,2021cicX13611495,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst43:1.000,2,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-488376.8245185334,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst32,2021cicX13611469,mother,F,F1,fTroAst47,2021cicX13611495,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.314,fTroAst32:0.314;fTroAst50:0.304;fTroAst26:0.194;fTroAst19:0.157,2,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-488376.8245185334,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst53,2021cicX13611496,F2,Tier_A_strict_identity,True,True,False,0.846,fTroAst11:0.846;fTroAst18:0.105,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-544304.0969049498,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst19,2021cicX13611467,mother,F,F1,fTroAst53,2021cicX13611496,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst19:1.000,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-544304.0969049498,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst25,2021cicX13611460,father,M,F1,fTroAst59,2021cicX13611497,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.4855,fTroAst25:0.485;fTroAst11:0.417;fTroAst37:0.079,2,False,False,two_parent__E_competing_parental_hypotheses,C_not_yet_defined,two_parent,True,-741068.460284425,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst59,2021cicX13611497,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.351,fTroAst56:0.351;fTroAst19:0.301;fTroAst32:0.094;fTroAst44:0.091;fTroAst26:0.075;fTroAst38:0.059,2,False,False,two_parent__E_competing_parental_hypotheses,C_not_yet_defined,two_parent,True,-741068.460284425,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst16,2021cicX13611498,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.346,fTroAst37:0.346;fTroAst18:0.323;fTroAst11:0.161;fTroAst25:0.161,2,False,False,U_parent_count_or_identity_unresolved,C_not_yet_defined,two_parent,False,-753760.296339158,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst16,2021cicX13611498,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.348,fTroAst56:0.348;fTroAst12:0.229;fTroAst32:0.169;fTroAst38:0.127;fTroAst19:0.045;fTroAst44:0.035,2,False,False,U_parent_count_or_identity_unresolved,C_not_yet_defined,two_parent,False,-753760.296339158,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst23,2021cicX13611499,F2,Tier_A_strict_identity,True,True,False,0.7375,fTroAst18:0.738;fTroAst25:0.145;fTroAst11:0.089,2,False,False,two_parent__B_both_parents_stable_pair_ambiguous,A_both_parent_identities_pair_ambiguous,two_parent,True,-679874.3915716074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst26,2021cicX13611468,mother,F,F1,fTroAst23,2021cicX13611499,F2,Tier_A_strict_identity,True,True,False,0.5225,fTroAst26:0.522;fTroAst50:0.209;fTroAst19:0.152;fTroAst12:0.038;fTroAst56:0.036,2,False,False,two_parent__B_both_parents_stable_pair_ambiguous,A_both_parent_identities_pair_ambiguous,two_parent,True,-679874.3915716074,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst30,2021cicX13611500,F2,Tier_A_strict_identity,True,True,False,0.995,fTroAst43:0.995,2,False,False,B_parent_count_ambiguous_shared_parent_identity_stable,A_one_parent_identity,two_parent,False,-597685.2299108678,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst44,2021cicX13611471,mother,F,F1,fTroAst30,2021cicX13611500,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.4175,fTroAst12:0.417;fTroAst44:0.289;fTroAst32:0.145;fTroAst19:0.071;fTroAst26:0.045,2,False,False,B_parent_count_ambiguous_shared_parent_identity_stable,A_one_parent_identity,two_parent,False,-597685.2299108678,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst49,2021cicX13611464,father,M,F1,fTroAst36,2021cicX13611501,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.4465,fTroAst49:0.447;fTroAst18:0.339;fTroAst55:0.096;fTroAst31:0.086,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-750336.7115903818,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst36,2021cicX13611501,F2,Tier_A_strict_identity,True,True,False,0.815,fTroAst12:0.815;fTroAst38:0.185,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-750336.7115903818,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst42,2021cicX13611502,F2,Tier_A_strict_identity,True,True,False,0.9685,fTroAst18:0.969,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-491973.642965653,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst42,2021cicX13611502,F2,Tier_A_strict_identity,True,True,False,0.951,fTroAst12:0.951,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-491973.642965653,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst48,2021cicX13611503,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.37,fTroAst25:0.370;fTroAst18:0.342;fTroAst11:0.162;fTroAst37:0.120,2,False,False,two_parent__E_competing_parental_hypotheses,C_not_yet_defined,two_parent,True,-647964.1304702149,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst48,2021cicX13611503,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.3835,fTroAst56:0.384;fTroAst32:0.174;fTroAst26:0.141;fTroAst44:0.082;fTroAst38:0.070;fTroAst50:0.059;fTroAst12:0.051,2,False,False,two_parent__E_competing_parental_hypotheses,C_not_yet_defined,two_parent,True,-647964.1304702149,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst54,2021cicX13611504,F2,Tier_B_additional_identity,False,True,False,0.5175,fTroAst18:0.518;fTroAst25:0.321;fTroAst11:0.127,2,False,False,two_parent__C_mother_stable_father_ambiguous,B_both_parent_identities_pair_ambiguous,two_parent,True,-560258.916371794,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst54,2021cicX13611504,F2,Tier_A_strict_identity,True,True,False,0.772,fTroAst38:0.772;fTroAst12:0.205,2,False,False,two_parent__C_mother_stable_father_ambiguous,B_both_parent_identities_pair_ambiguous,two_parent,True,-560258.916371794,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst60,2021cicX13611505,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.382,fTroAst11:0.382;fTroAst18:0.327;fTroAst25:0.242,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-715195.417216938,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst60,2021cicX13611505,F2,Tier_A_strict_identity,True,True,False,0.707,fTroAst12:0.707;fTroAst38:0.149;fTroAst32:0.056;fTroAst44:0.053,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-715195.417216938,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst25,2021cicX13611460,father,M,F1,fTroAst17,2021cicX13611506,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.472,fTroAst25:0.472;fTroAst18:0.233;fTroAst37:0.173;fTroAst11:0.107,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-651129.653883737,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst17,2021cicX13611506,F2,Tier_A_strict_identity,True,True,False,0.624,fTroAst56:0.624;fTroAst12:0.146;fTroAst26:0.075;fTroAst32:0.067;fTroAst38:0.030;fTroAst44:0.028,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-651129.653883737,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst37,2021cicX13611462,father,M,F1,fTroAst24,2021cicX13611507,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.386,fTroAst37:0.386;fTroAst18:0.206;fTroAst11:0.176;fTroAst31:0.101;fTroAst25:0.073;fTroAst49:0.041,2,False,False,U_parent_count_or_identity_unresolved,C_not_yet_defined,two_parent,False,-785071.2225316241,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst24,2021cicX13611507,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.3885,fTroAst56:0.389;fTroAst38:0.264;fTroAst44:0.214;fTroAst12:0.124,2,False,False,U_parent_count_or_identity_unresolved,C_not_yet_defined,two_parent,False,-785071.2225316241,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst61,2021cicX13611508,F2,Tier_A_strict_identity,True,True,False,0.9995,fTroAst43:1.000,2,False,True,two_parent__C_father_stable_mother_ambiguous,B_exact_pair,two_parent,True,-576822.7926024366,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst61,2021cicX13611508,F2,Tier_B_additional_identity,False,True,False,0.5415,fTroAst12:0.541;fTroAst32:0.383;fTroAst38:0.032,2,False,True,two_parent__C_father_stable_mother_ambiguous,B_exact_pair,two_parent,True,-576822.7926024366,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst37,2021cicX13611462,father,M,F1,fTroAst62,2021cicX13611509,F2,Tier_A_strict_identity,True,True,False,0.726,fTroAst37:0.726;fTroAst11:0.165;fTroAst43:0.032;fTroAst18:0.025;fTroAst49:0.019,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-790572.3756070375,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst62,2021cicX13611509,F2,Tier_A_strict_identity,True,True,False,0.6585,fTroAst12:0.659;fTroAst44:0.213;fTroAst38:0.074;fTroAst56:0.035,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-790572.3756070375,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst25,2021cicX13611460,father,M,F1,fTroAst63,2021cicX14537282,F2,Tier_B_additional_identity,False,True,False,0.603,fTroAst25:0.603;fTroAst43:0.168;fTroAst31:0.104;fTroAst11:0.098,2,False,False,U_parent_count_or_identity_unresolved,B_one_parent_identity,two_parent,False,-1059341.030236628,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst63,2021cicX14537282,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.8,fTroAst12:0.800;fTroAst38:0.087;fTroAst32:0.069,2,False,False,U_parent_count_or_identity_unresolved,B_one_parent_identity,two_parent,False,-1059341.030236628,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst65,2021cicX14537283,F2,Tier_A_strict_identity,True,True,False,0.5735,fTroAst43:0.574;fTroAst11:0.231;fTroAst55:0.089;fTroAst49:0.041;fTroAst31:0.029,2,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-641174.1404828504,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst65,2021cicX14537283,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.4895,fTroAst12:0.489;fTroAst38:0.358;fTroAst32:0.124,2,False,False,two_parent__C_father_stable_mother_ambiguous,A_one_parent_identity,two_parent,True,-641174.1404828504,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst67,2021cicX14537284,F2,Tier_B_additional_identity,False,True,False,0.528,fTroAst11:0.528;fTroAst37:0.395;fTroAst31:0.044,2,False,False,two_parent__E_competing_parental_hypotheses,B_one_parent_identity,two_parent,True,-809375.8030257351,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst67,2021cicX14537284,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.499,fTroAst56:0.499;fTroAst12:0.270;fTroAst38:0.121;fTroAst44:0.070,2,False,False,two_parent__E_competing_parental_hypotheses,B_one_parent_identity,two_parent,True,-809375.8030257351,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst25,2021cicX13611460,father,M,F1,fTroAst68,2021cicX14537285,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.5655,fTroAst25:0.566;fTroAst11:0.159;fTroAst18:0.102;fTroAst37:0.087;fTroAst31:0.080,2,False,False,U_parent_count_or_identity_unresolved,B_one_parent_identity,two_parent,False,-942829.7738705043,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst68,2021cicX14537285,F2,Tier_B_additional_identity,False,True,False,0.584,fTroAst56:0.584;fTroAst32:0.133;fTroAst19:0.102;fTroAst12:0.053;fTroAst26:0.050;fTroAst38:0.034,2,False,False,U_parent_count_or_identity_unresolved,B_one_parent_identity,two_parent,False,-942829.7738705043,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst18,2021cicX13611459,father,M,F1,fTroAst69,2021cicX14537286,F2,Tier_B_additional_identity,False,True,False,0.5575,fTroAst18:0.558;fTroAst25:0.303;fTroAst11:0.127,2,False,False,two_parent__E_competing_parental_hypotheses,B_one_parent_identity,two_parent,True,-592398.0080800173,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst56,2021cicX13611473,mother,F,F1,fTroAst69,2021cicX14537286,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.291,fTroAst56:0.291;fTroAst19:0.274;fTroAst32:0.233;fTroAst26:0.169,2,False,False,two_parent__E_competing_parental_hypotheses,B_one_parent_identity,two_parent,True,-592398.0080800173,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst70,2021cicX14537287,F2,Tier_B_additional_identity,False,True,False,0.71,fTroAst43:0.710;fTroAst11:0.152;fTroAst25:0.079;fTroAst31:0.034,2,False,True,U_parent_count_or_identity_unresolved,B_exact_pair,two_parent,False,-804896.9389236048,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst70,2021cicX14537287,F2,Tier_B_additional_identity,False,True,False,0.7825,fTroAst38:0.782;fTroAst12:0.110;fTroAst32:0.086,2,False,True,U_parent_count_or_identity_unresolved,B_exact_pair,two_parent,False,-804896.9389236048,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst43,2021cicX13611463,father,M,F1,fTroAst71,2021cicX14537288,F2,Tier_A_strict_identity,True,True,False,0.998,fTroAst43:0.998,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-621518.5623539523,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst38,2021cicX13611470,mother,F,F1,fTroAst71,2021cicX14537288,F2,Tier_A_strict_identity,True,True,False,0.5875,fTroAst38:0.588;fTroAst26:0.220;fTroAst44:0.072;fTroAst32:0.059;fTroAst50:0.035,2,True,True,two_parent__A_exact_multigeneration_stable,A_exact_pair,two_parent,True,-621518.5623539523,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst11,2021cicX13611458,father,M,F1,fTroAst72,2021cicX14537289,F2,Leading_hypothesis_below_Tier_B,False,False,False,0.512,fTroAst11:0.512;fTroAst18:0.323;fTroAst43:0.076;fTroAst25:0.037;fTroAst49:0.034,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-782362.5609137435,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
fTroAst12,2021cicX13611466,mother,F,F1,fTroAst72,2021cicX14537289,F2,Tier_A_strict_identity,True,True,False,0.8555,fTroAst12:0.856;fTroAst32:0.119,2,False,False,two_parent__C_mother_stable_father_ambiguous,A_one_parent_identity,two_parent,True,-782362.5609137435,"T08 child painting is a correlated cross-check, not an independent likelihood. Invariant calls agree across the individual and selected soft-prevalence models, marker densities, leave-one-chromosome analyses, model sensitivities, and the painted-child transmission cross-check."
