ParentIndividualID,ParentProjectEntityID,ParentRole,ParentSex,ParentGeneration,ChildIndividualID,ChildProjectEntityID,ChildGeneration,EdgeEvidenceClass,IncludedInTierA,IncludedInTierB,IncludedInTierC,IncludedInComplete,FirstIncludedView,ForcedCompleteOnly,EdgeBootstrapFraction,EdgeVariantFraction,EdgeLeaveOneChromosomeFraction,EdgeAlternatives95,PairBootstrapFraction,PairVariantFraction,PairLeaveOneChromosomeFraction,PairAlternatives95,ParentCountMAPState,ParentCountStateBootstrapFraction,ParentCountStateLeaveOneChromosomeFraction,ParentCountStatePriorFraction,EdgeInclusionReason,Caveat
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc49,2021cicX11218843,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9435,1.0,1.0,fAulAsc151:0.944;fAulAsc152:0.041,0.779,1.0,1.0,fAulAsc151+fAulAsc153:0.779;fAulAsc151+fAulAsc154:0.165;fAulAsc152+fAulAsc153:0.041,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc49,2021cicX11218843,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8355,1.0,1.0,fAulAsc153:0.836;fAulAsc154:0.165,0.779,1.0,1.0,fAulAsc151+fAulAsc153:0.779;fAulAsc151+fAulAsc154:0.165;fAulAsc152+fAulAsc153:0.041,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc50,2021cicX11218844,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.71875,1.0,1.0,fAulAsc158:0.719;fAulAsc157:0.281,0.705,1.0,1.0,fAulAsc158+fAulAsc154:0.705;fAulAsc157+fAulAsc154:0.278,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc50,2021cicX11218844,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9825,1.0,1.0,fAulAsc154:0.982,0.705,1.0,1.0,fAulAsc158+fAulAsc154:0.705;fAulAsc157+fAulAsc154:0.278,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc51,2021cicX11218845,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97325,1.0,1.0,fAulAsc157:0.973,0.837,1.0,1.0,fAulAsc157+fAulAsc154:0.837;fAulAsc157+fAulAsc153:0.136,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc51,2021cicX11218845,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.858,1.0,1.0,fAulAsc154:0.858;fAulAsc153:0.142,0.837,1.0,1.0,fAulAsc157+fAulAsc154:0.837;fAulAsc157+fAulAsc153:0.136,father_only,0.00025,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc52,2021cicX11218846,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.88325,1.0,1.0,fAulAsc157:0.883;fAulAsc158:0.115,0.80675,1.0,1.0,fAulAsc157+fAulAsc153:0.807;fAulAsc157+fAulAsc154:0.076;fAulAsc158+fAulAsc154:0.065;fAulAsc158+fAulAsc153:0.050,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc52,2021cicX11218846,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.85675,1.0,1.0,fAulAsc153:0.857;fAulAsc154:0.143,0.80675,1.0,1.0,fAulAsc157+fAulAsc153:0.807;fAulAsc157+fAulAsc154:0.076;fAulAsc158+fAulAsc154:0.065;fAulAsc158+fAulAsc153:0.050,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc53,2021cicX11218847,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.41575,1.0,0.7272727272727273,fAulAsc158:0.581;fAulAsc157:0.416,0.35375,1.0,0.7272727272727273,fAulAsc157+fAulAsc153:0.354;fAulAsc158+fAulAsc154:0.294;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.062,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc53,2021cicX11218847,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.642,1.0,0.7272727272727273,fAulAsc153:0.642;fAulAsc154:0.358,0.35375,1.0,0.7272727272727273,fAulAsc157+fAulAsc153:0.354;fAulAsc158+fAulAsc154:0.294;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.062,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc54,2021cicX11218848,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9725,1.0,1.0,fAulAsc151:0.973,0.92725,1.0,1.0,fAulAsc151+fAulAsc154:0.927;fAulAsc151+fAulAsc153:0.045,father_only,0.0015,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc54,2021cicX11218848,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.93275,1.0,1.0,fAulAsc154:0.933;fAulAsc153:0.067,0.92725,1.0,1.0,fAulAsc151+fAulAsc154:0.927;fAulAsc151+fAulAsc153:0.045,father_only,0.0015,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc55,2021cicX11218849,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.791,1.0,1.0,fAulAsc158:0.791;fAulAsc157:0.208,0.5785,1.0,1.0,fAulAsc158+fAulAsc153:0.579;fAulAsc158+fAulAsc154:0.212;fAulAsc157+fAulAsc154:0.208,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc55,2021cicX11218849,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.57875,1.0,1.0,fAulAsc153:0.579;fAulAsc154:0.421,0.5785,1.0,1.0,fAulAsc158+fAulAsc153:0.579;fAulAsc158+fAulAsc154:0.212;fAulAsc157+fAulAsc154:0.208,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc56,2021cicX11218850,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.88325,1.0,1.0,fAulAsc151:0.883;fAulAsc152:0.115,0.59475,1.0,1.0,fAulAsc151+fAulAsc153:0.595;fAulAsc151+fAulAsc154:0.288;fAulAsc152+fAulAsc154:0.105,father_only,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc56,2021cicX11218850,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.6045,1.0,1.0,fAulAsc153:0.605;fAulAsc154:0.395,0.59475,1.0,1.0,fAulAsc151+fAulAsc153:0.595;fAulAsc151+fAulAsc154:0.288;fAulAsc152+fAulAsc154:0.105,father_only,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc57,2021cicX11218851,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.94675,1.0,1.0,fAulAsc158:0.947;fAulAsc157:0.053,0.7105,1.0,1.0,fAulAsc158+fAulAsc153:0.711;fAulAsc158+fAulAsc154:0.236;fAulAsc157+fAulAsc154:0.037,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc57,2021cicX11218851,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.727,1.0,1.0,fAulAsc153:0.727;fAulAsc154:0.273,0.7105,1.0,1.0,fAulAsc158+fAulAsc153:0.711;fAulAsc158+fAulAsc154:0.236;fAulAsc157+fAulAsc154:0.037,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc58,2021cicX11218852,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7294999999999999,1.0,1.0,fAulAsc157:0.729;fAulAsc158:0.271,0.706,1.0,1.0,fAulAsc157+fAulAsc154:0.706;fAulAsc158+fAulAsc154:0.223;fAulAsc158+fAulAsc153:0.048,zero_parent,0.003,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc58,2021cicX11218852,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9285,1.0,1.0,fAulAsc154:0.928;fAulAsc153:0.072,0.706,1.0,1.0,fAulAsc157+fAulAsc154:0.706;fAulAsc158+fAulAsc154:0.223;fAulAsc158+fAulAsc153:0.048,zero_parent,0.003,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc59,2021cicX11218853,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9905,1.0,1.0,fAulAsc151:0.990,0.96075,1.0,1.0,fAulAsc151+fAulAsc154:0.961,zero_parent,0.059,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc59,2021cicX11218853,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97025,1.0,1.0,fAulAsc154:0.970,0.96075,1.0,1.0,fAulAsc151+fAulAsc154:0.961,zero_parent,0.059,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc60,2021cicX11218854,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.662,0.1428571428571428,1.0,fAulAsc158:0.662;fAulAsc157:0.338,0.43575,0.1428571428571428,0.8181818181818182,fAulAsc158+fAulAsc154:0.436;fAulAsc157+fAulAsc153:0.240;fAulAsc158+fAulAsc153:0.226;fAulAsc157+fAulAsc154:0.098,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc60,2021cicX11218854,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.53325,0.1428571428571428,0.8181818181818182,fAulAsc154:0.533;fAulAsc153:0.467,0.43575,0.1428571428571428,0.8181818181818182,fAulAsc158+fAulAsc154:0.436;fAulAsc157+fAulAsc153:0.240;fAulAsc158+fAulAsc153:0.226;fAulAsc157+fAulAsc154:0.098,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc61,2021cicX11218855,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,0.9985,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc61,2021cicX11218855,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,0.9985,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc62,2021cicX11218856,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.76825,1.0,1.0,fAulAsc158:0.768;fAulAsc157:0.206,0.5915,1.0,1.0,fAulAsc158+fAulAsc153:0.592;fAulAsc157+fAulAsc154:0.179;fAulAsc158+fAulAsc154:0.177;fAulAsc157+fAulAsc153:0.028,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc62,2021cicX11218856,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.63175,1.0,1.0,fAulAsc153:0.632;fAulAsc154:0.368,0.5915,1.0,1.0,fAulAsc158+fAulAsc153:0.592;fAulAsc157+fAulAsc154:0.179;fAulAsc158+fAulAsc154:0.177;fAulAsc157+fAulAsc153:0.028,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc41,2021cicX11218835,father,M,F2,fAulAsc63,2021cicX11218857,F3,Forced_completion_uncertain,False,False,False,True,complete,True,0.423,0.8571428571428571,0.9090909090909092,fAulAsc41:0.423;fAulAsc129:0.170;fAulAsc48:0.146;fAulAsc199:0.079;fAulAsc100:0.052;fAulAsc88:0.034;fAulAsc84:0.022;fAulAsc142:0.020;fAulAsc93:0.012,,,,,zero_parent,0.70325,0.0,0.0,complete-only leading identity; full-data and LOCO parent-count evidence do not support an observed father,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc64,2021cicX11218858,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.991,1.0,1.0,fAulAsc151:0.991,0.9725,1.0,1.0,fAulAsc151+fAulAsc154:0.973,father_only,0.00675,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc64,2021cicX11218858,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97725,1.0,1.0,fAulAsc154:0.977,0.9725,1.0,1.0,fAulAsc151+fAulAsc154:0.973,father_only,0.00675,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc106,2021cicX11218924,father,M,F2,fAulAsc65,2021cicX11218859,F3,Tier_C_state_supported_leading_identity,False,False,True,True,tier_C,False,0.774,0.2857142857142857,1.0,fAulAsc106:0.774;fAulAsc19:0.217,,,,,one_observed_parent,1.0,1.0,1.0,one-observed-parent state supported; selected father identity remains below Tier B stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc19,2021cicX11218813,father,M,F2,fAulAsc66,2021cicX11218860,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7915,1.0,1.0,fAulAsc19:0.791;fAulAsc59:0.062;fAulAsc29:0.045;fAulAsc62:0.028;fAulAsc56:0.027,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc15,2021cicX11218809,father,M,F2,fAulAsc67,2021cicX11218861,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.646,1.0,0.9545454545454546,fAulAsc15:0.646;fAulAsc5:0.307,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc32,2021cicX11218826,father,M,F2,fAulAsc68,2021cicX11218862,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.78525,1.0,1.0,fAulAsc32:0.785;fAulAsc5:0.075;fAulAsc90:0.063;fAulAsc49:0.014;fAulAsc72:0.013,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc38,2021cicX11218832,father,M,F2,fAulAsc69,2021cicX11218863,F3,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.95225,1.0,1.0,fAulAsc38:0.952,,,,,one_observed_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc38,2021cicX11218832,father,M,F2,fAulAsc70,2021cicX11218864,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.866,1.0,1.0,fAulAsc38:0.866;fAulAsc123:0.046;fAulAsc24:0.034;fAulAsc147:0.022,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc71,2021cicX11218865,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.98825,1.0,1.0,fAulAsc151:0.988,0.56675,0.4285714285714285,0.8181818181818182,fAulAsc151+fAulAsc153:0.567;fAulAsc151+fAulAsc154:0.421,father_only,0.001,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc71,2021cicX11218865,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.5715,0.4285714285714285,0.8181818181818182,fAulAsc153:0.572;fAulAsc154:0.428,0.56675,0.4285714285714285,0.8181818181818182,fAulAsc151+fAulAsc153:0.567;fAulAsc151+fAulAsc154:0.421,father_only,0.001,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc72,2021cicX11218866,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.5880000000000001,1.0,0.7727272727272727,fAulAsc157:0.588;fAulAsc158:0.412,0.55625,1.0,0.7727272727272727,fAulAsc157+fAulAsc154:0.556;fAulAsc158+fAulAsc154:0.369;fAulAsc158+fAulAsc153:0.043,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc72,2021cicX11218866,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.92525,1.0,1.0,fAulAsc154:0.925;fAulAsc153:0.075,0.55625,1.0,0.7727272727272727,fAulAsc157+fAulAsc154:0.556;fAulAsc158+fAulAsc154:0.369;fAulAsc158+fAulAsc153:0.043,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc73,2021cicX11218867,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.79025,1.0,1.0,fAulAsc158:0.790;fAulAsc157:0.209,0.79025,1.0,1.0,fAulAsc158+fAulAsc154:0.790;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.100,zero_parent,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc73,2021cicX11218867,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9,1.0,1.0,fAulAsc154:0.900;fAulAsc153:0.100,0.79025,1.0,1.0,fAulAsc158+fAulAsc154:0.790;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.100,zero_parent,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc74,2021cicX11218868,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9955,1.0,1.0,fAulAsc151:0.996,0.50875,1.0,0.6818181818181818,fAulAsc151+fAulAsc153:0.509;fAulAsc151+fAulAsc154:0.487,father_only,0.0005,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc74,2021cicX11218868,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.50925,1.0,0.6818181818181818,fAulAsc153:0.509;fAulAsc154:0.491,0.50875,1.0,0.6818181818181818,fAulAsc151+fAulAsc153:0.509;fAulAsc151+fAulAsc154:0.487,father_only,0.0005,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc75,2021cicX11218869,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.72125,1.0,1.0,fAulAsc158:0.721;fAulAsc157:0.278,0.434,0.1428571428571428,0.7727272727272727,fAulAsc158+fAulAsc154:0.434;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.264,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc75,2021cicX11218869,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.69825,0.1428571428571428,0.7727272727272727,fAulAsc154:0.698;fAulAsc153:0.302,0.434,0.1428571428571428,0.7727272727272727,fAulAsc158+fAulAsc154:0.434;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.264,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc76,2021cicX11218870,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8832500000000001,1.0,1.0,fAulAsc158:0.883;fAulAsc157:0.117,0.71025,1.0,1.0,fAulAsc158+fAulAsc153:0.710;fAulAsc158+fAulAsc154:0.173;fAulAsc157+fAulAsc153:0.085,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc76,2021cicX11218870,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.79525,1.0,1.0,fAulAsc153:0.795;fAulAsc154:0.205,0.71025,1.0,1.0,fAulAsc158+fAulAsc153:0.710;fAulAsc158+fAulAsc154:0.173;fAulAsc157+fAulAsc153:0.085,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc77,2021cicX11218871,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.55675,0.8571428571428571,0.7272727272727273,fAulAsc158:0.557;fAulAsc157:0.443,0.46975,0.8571428571428571,0.7272727272727273,fAulAsc158+fAulAsc154:0.470;fAulAsc157+fAulAsc153:0.319;fAulAsc157+fAulAsc154:0.124;fAulAsc158+fAulAsc153:0.087,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc77,2021cicX11218871,F2,Tier_C_design_conditioned_leading_identity,False,False,True,True,tier_C,False,0.5935,0.8571428571428571,0.7272727272727273,fAulAsc154:0.594;fAulAsc153:0.406,0.46975,0.8571428571428571,0.7272727272727273,fAulAsc158+fAulAsc154:0.470;fAulAsc157+fAulAsc153:0.319;fAulAsc157+fAulAsc154:0.124;fAulAsc158+fAulAsc153:0.087,zero_parent,0.0,0.0,0.0,leading joint-MAP pair identity admitted because the recorded-F1 candidate panel is independently guaranteed complete,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc78,2021cicX11218872,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9175,1.0,1.0,fAulAsc150:0.917;fAulAsc152:0.041,0.68875,1.0,1.0,fAulAsc150+fAulAsc154:0.689;fAulAsc150+fAulAsc153:0.229;fAulAsc152+fAulAsc153:0.041,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc78,2021cicX11218872,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.70975,1.0,1.0,fAulAsc154:0.710;fAulAsc153:0.290,0.68875,1.0,1.0,fAulAsc150+fAulAsc154:0.689;fAulAsc150+fAulAsc153:0.229;fAulAsc152+fAulAsc153:0.041,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc79,2021cicX11218873,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9925,1.0,1.0,fAulAsc150:0.992,0.856,1.0,1.0,fAulAsc150+fAulAsc154:0.856;fAulAsc150+fAulAsc153:0.137,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
