ParentIndividualID,ParentProjectEntityID,ParentRole,ParentSex,ParentGeneration,ChildIndividualID,ChildProjectEntityID,ChildGeneration,EdgeEvidenceClass,IncludedInTierA,IncludedInTierB,IncludedInTierC,IncludedInComplete,FirstIncludedView,ForcedCompleteOnly,EdgeBootstrapFraction,EdgeVariantFraction,EdgeLeaveOneChromosomeFraction,EdgeAlternatives95,PairBootstrapFraction,PairVariantFraction,PairLeaveOneChromosomeFraction,PairAlternatives95,ParentCountMAPState,ParentCountStateBootstrapFraction,ParentCountStateLeaveOneChromosomeFraction,ParentCountStatePriorFraction,EdgeInclusionReason,Caveat
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc38,2021cicX11218832,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.989,1.0,1.0,fAulAsc151:0.989,0.85325,1.0,1.0,fAulAsc151+fAulAsc153:0.853;fAulAsc151+fAulAsc154:0.136,zero_parent,0.00075,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc38,2021cicX11218832,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8624999999999999,1.0,1.0,fAulAsc153:0.862;fAulAsc154:0.138,0.85325,1.0,1.0,fAulAsc151+fAulAsc153:0.853;fAulAsc151+fAulAsc154:0.136,zero_parent,0.00075,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc39,2021cicX11218833,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.978,1.0,1.0,fAulAsc154:0.978,0.52725,1.0,0.6363636363636364,fAulAsc158+fAulAsc154:0.527;fAulAsc157+fAulAsc154:0.451,zero_parent,0.00375,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc40,2021cicX11218834,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8402499999999999,1.0,1.0,fAulAsc154:0.840;fAulAsc153:0.160,0.452,0.1428571428571428,0.6363636363636364,fAulAsc157+fAulAsc154:0.452;fAulAsc158+fAulAsc154:0.388;fAulAsc157+fAulAsc153:0.107;fAulAsc158+fAulAsc153:0.047,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc41,2021cicX11218835,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.96025,1.0,1.0,fAulAsc158:0.960,0.478,1.0,0.6363636363636364,fAulAsc158+fAulAsc154:0.482;fAulAsc158+fAulAsc153:0.478,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc42,2021cicX11218836,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9855,1.0,1.0,fAulAsc154:0.986,0.54325,1.0,0.6818181818181818,fAulAsc157+fAulAsc154:0.543;fAulAsc158+fAulAsc154:0.442,zero_parent,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc44,2021cicX11218838,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.93225,1.0,1.0,fAulAsc158:0.932;fAulAsc157:0.068,0.83775,1.0,1.0,fAulAsc158+fAulAsc154:0.838;fAulAsc158+fAulAsc153:0.095;fAulAsc157+fAulAsc154:0.067,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc44,2021cicX11218838,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.905,1.0,1.0,fAulAsc154:0.905;fAulAsc153:0.095,0.83775,1.0,1.0,fAulAsc158+fAulAsc154:0.838;fAulAsc158+fAulAsc153:0.095;fAulAsc157+fAulAsc154:0.067,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc45,2021cicX11218839,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.975,1.0,1.0,fAulAsc151:0.975,0.96925,1.0,1.0,fAulAsc151+fAulAsc153:0.969,father_only,0.00125,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc45,2021cicX11218839,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9805,1.0,1.0,fAulAsc153:0.980,0.96925,1.0,1.0,fAulAsc151+fAulAsc153:0.969,father_only,0.00125,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc46,2021cicX11218840,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7915000000000001,1.0,1.0,fAulAsc158:0.792;fAulAsc157:0.209,0.59125,1.0,1.0,fAulAsc158+fAulAsc154:0.591;fAulAsc158+fAulAsc153:0.200;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.099,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc46,2021cicX11218840,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7005,1.0,1.0,fAulAsc154:0.701;fAulAsc153:0.299,0.59125,1.0,1.0,fAulAsc158+fAulAsc154:0.591;fAulAsc158+fAulAsc153:0.200;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.099,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc47,2021cicX11218841,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.85,1.0,1.0,fAulAsc158:0.850;fAulAsc157:0.149,0.6405,0.1428571428571428,1.0,fAulAsc158+fAulAsc154:0.640;fAulAsc158+fAulAsc153:0.209;fAulAsc157+fAulAsc153:0.108,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc48,2021cicX11218842,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.85775,1.0,1.0,fAulAsc158:0.858;fAulAsc157:0.141,0.8475,1.0,1.0,fAulAsc158+fAulAsc154:0.848;fAulAsc157+fAulAsc153:0.088;fAulAsc157+fAulAsc154:0.053,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc48,2021cicX11218842,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.90025,1.0,1.0,fAulAsc154:0.900;fAulAsc153:0.100,0.8475,1.0,1.0,fAulAsc158+fAulAsc154:0.848;fAulAsc157+fAulAsc153:0.088;fAulAsc157+fAulAsc154:0.053,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc49,2021cicX11218843,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9435,1.0,1.0,fAulAsc151:0.944;fAulAsc152:0.041,0.779,1.0,1.0,fAulAsc151+fAulAsc153:0.779;fAulAsc151+fAulAsc154:0.165;fAulAsc152+fAulAsc153:0.041,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc49,2021cicX11218843,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8355,1.0,1.0,fAulAsc153:0.836;fAulAsc154:0.165,0.779,1.0,1.0,fAulAsc151+fAulAsc153:0.779;fAulAsc151+fAulAsc154:0.165;fAulAsc152+fAulAsc153:0.041,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc50,2021cicX11218844,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.71875,1.0,1.0,fAulAsc158:0.719;fAulAsc157:0.281,0.705,1.0,1.0,fAulAsc158+fAulAsc154:0.705;fAulAsc157+fAulAsc154:0.278,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc50,2021cicX11218844,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9825,1.0,1.0,fAulAsc154:0.982,0.705,1.0,1.0,fAulAsc158+fAulAsc154:0.705;fAulAsc157+fAulAsc154:0.278,zero_parent,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc51,2021cicX11218845,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97325,1.0,1.0,fAulAsc157:0.973,0.837,1.0,1.0,fAulAsc157+fAulAsc154:0.837;fAulAsc157+fAulAsc153:0.136,father_only,0.00025,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc51,2021cicX11218845,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.858,1.0,1.0,fAulAsc154:0.858;fAulAsc153:0.142,0.837,1.0,1.0,fAulAsc157+fAulAsc154:0.837;fAulAsc157+fAulAsc153:0.136,father_only,0.00025,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc52,2021cicX11218846,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.88325,1.0,1.0,fAulAsc157:0.883;fAulAsc158:0.115,0.80675,1.0,1.0,fAulAsc157+fAulAsc153:0.807;fAulAsc157+fAulAsc154:0.076;fAulAsc158+fAulAsc154:0.065;fAulAsc158+fAulAsc153:0.050,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc52,2021cicX11218846,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.85675,1.0,1.0,fAulAsc153:0.857;fAulAsc154:0.143,0.80675,1.0,1.0,fAulAsc157+fAulAsc153:0.807;fAulAsc157+fAulAsc154:0.076;fAulAsc158+fAulAsc154:0.065;fAulAsc158+fAulAsc153:0.050,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc54,2021cicX11218848,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9725,1.0,1.0,fAulAsc151:0.973,0.92725,1.0,1.0,fAulAsc151+fAulAsc154:0.927;fAulAsc151+fAulAsc153:0.045,father_only,0.0015,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc54,2021cicX11218848,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.93275,1.0,1.0,fAulAsc154:0.933;fAulAsc153:0.067,0.92725,1.0,1.0,fAulAsc151+fAulAsc154:0.927;fAulAsc151+fAulAsc153:0.045,father_only,0.0015,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc55,2021cicX11218849,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.791,1.0,1.0,fAulAsc158:0.791;fAulAsc157:0.208,0.5785,1.0,1.0,fAulAsc158+fAulAsc153:0.579;fAulAsc158+fAulAsc154:0.212;fAulAsc157+fAulAsc154:0.208,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc55,2021cicX11218849,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.57875,1.0,1.0,fAulAsc153:0.579;fAulAsc154:0.421,0.5785,1.0,1.0,fAulAsc158+fAulAsc153:0.579;fAulAsc158+fAulAsc154:0.212;fAulAsc157+fAulAsc154:0.208,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc56,2021cicX11218850,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.88325,1.0,1.0,fAulAsc151:0.883;fAulAsc152:0.115,0.59475,1.0,1.0,fAulAsc151+fAulAsc153:0.595;fAulAsc151+fAulAsc154:0.288;fAulAsc152+fAulAsc154:0.105,father_only,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc56,2021cicX11218850,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.6045,1.0,1.0,fAulAsc153:0.605;fAulAsc154:0.395,0.59475,1.0,1.0,fAulAsc151+fAulAsc153:0.595;fAulAsc151+fAulAsc154:0.288;fAulAsc152+fAulAsc154:0.105,father_only,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc57,2021cicX11218851,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.94675,1.0,1.0,fAulAsc158:0.947;fAulAsc157:0.053,0.7105,1.0,1.0,fAulAsc158+fAulAsc153:0.711;fAulAsc158+fAulAsc154:0.236;fAulAsc157+fAulAsc154:0.037,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc57,2021cicX11218851,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.727,1.0,1.0,fAulAsc153:0.727;fAulAsc154:0.273,0.7105,1.0,1.0,fAulAsc158+fAulAsc153:0.711;fAulAsc158+fAulAsc154:0.236;fAulAsc157+fAulAsc154:0.037,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc157,2021cicX11218975,father,M,F1,fAulAsc58,2021cicX11218852,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7294999999999999,1.0,1.0,fAulAsc157:0.729;fAulAsc158:0.271,0.706,1.0,1.0,fAulAsc157+fAulAsc154:0.706;fAulAsc158+fAulAsc154:0.223;fAulAsc158+fAulAsc153:0.048,zero_parent,0.003,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc58,2021cicX11218852,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9285,1.0,1.0,fAulAsc154:0.928;fAulAsc153:0.072,0.706,1.0,1.0,fAulAsc157+fAulAsc154:0.706;fAulAsc158+fAulAsc154:0.223;fAulAsc158+fAulAsc153:0.048,zero_parent,0.003,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc59,2021cicX11218853,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9905,1.0,1.0,fAulAsc151:0.990,0.96075,1.0,1.0,fAulAsc151+fAulAsc154:0.961,zero_parent,0.059,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc59,2021cicX11218853,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97025,1.0,1.0,fAulAsc154:0.970,0.96075,1.0,1.0,fAulAsc151+fAulAsc154:0.961,zero_parent,0.059,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc61,2021cicX11218855,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc150:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,0.9985,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc61,2021cicX11218855,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,1.0,1.0,1.0,fAulAsc154:1.000,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,two_parent,0.9985,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc62,2021cicX11218856,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.76825,1.0,1.0,fAulAsc158:0.768;fAulAsc157:0.206,0.5915,1.0,1.0,fAulAsc158+fAulAsc153:0.592;fAulAsc157+fAulAsc154:0.179;fAulAsc158+fAulAsc154:0.177;fAulAsc157+fAulAsc153:0.028,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc62,2021cicX11218856,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.63175,1.0,1.0,fAulAsc153:0.632;fAulAsc154:0.368,0.5915,1.0,1.0,fAulAsc158+fAulAsc153:0.592;fAulAsc157+fAulAsc154:0.179;fAulAsc158+fAulAsc154:0.177;fAulAsc157+fAulAsc153:0.028,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc64,2021cicX11218858,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.991,1.0,1.0,fAulAsc151:0.991,0.9725,1.0,1.0,fAulAsc151+fAulAsc154:0.973,father_only,0.00675,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc64,2021cicX11218858,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.97725,1.0,1.0,fAulAsc154:0.977,0.9725,1.0,1.0,fAulAsc151+fAulAsc154:0.973,father_only,0.00675,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc19,2021cicX11218813,father,M,F2,fAulAsc66,2021cicX11218860,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.7915,1.0,1.0,fAulAsc19:0.791;fAulAsc59:0.062;fAulAsc29:0.045;fAulAsc62:0.028;fAulAsc56:0.027,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc15,2021cicX11218809,father,M,F2,fAulAsc67,2021cicX11218861,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.646,1.0,0.9545454545454546,fAulAsc15:0.646;fAulAsc5:0.307,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc32,2021cicX11218826,father,M,F2,fAulAsc68,2021cicX11218862,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.78525,1.0,1.0,fAulAsc32:0.785;fAulAsc5:0.075;fAulAsc90:0.063;fAulAsc49:0.014;fAulAsc72:0.013,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc38,2021cicX11218832,father,M,F2,fAulAsc69,2021cicX11218863,F3,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.95225,1.0,1.0,fAulAsc38:0.952,,,,,one_observed_parent,1.0,1.0,1.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc38,2021cicX11218832,father,M,F2,fAulAsc70,2021cicX11218864,F3,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.866,1.0,1.0,fAulAsc38:0.866;fAulAsc123:0.046;fAulAsc24:0.034;fAulAsc147:0.022,,,,,one_observed_parent,1.0,1.0,1.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc71,2021cicX11218865,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.98825,1.0,1.0,fAulAsc151:0.988,0.56675,0.4285714285714285,0.8181818181818182,fAulAsc151+fAulAsc153:0.567;fAulAsc151+fAulAsc154:0.421,father_only,0.001,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc72,2021cicX11218866,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.92525,1.0,1.0,fAulAsc154:0.925;fAulAsc153:0.075,0.55625,1.0,0.7727272727272727,fAulAsc157+fAulAsc154:0.556;fAulAsc158+fAulAsc154:0.369;fAulAsc158+fAulAsc153:0.043,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc73,2021cicX11218867,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.79025,1.0,1.0,fAulAsc158:0.790;fAulAsc157:0.209,0.79025,1.0,1.0,fAulAsc158+fAulAsc154:0.790;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.100,zero_parent,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc73,2021cicX11218867,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9,1.0,1.0,fAulAsc154:0.900;fAulAsc153:0.100,0.79025,1.0,1.0,fAulAsc158+fAulAsc154:0.790;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.100,zero_parent,0.0005,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc151,2021cicX11218969,father,M,F1,fAulAsc74,2021cicX11218868,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9955,1.0,1.0,fAulAsc151:0.996,0.50875,1.0,0.6818181818181818,fAulAsc151+fAulAsc153:0.509;fAulAsc151+fAulAsc154:0.487,father_only,0.0005,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc75,2021cicX11218869,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.72125,1.0,1.0,fAulAsc158:0.721;fAulAsc157:0.278,0.434,0.1428571428571428,0.7727272727272727,fAulAsc158+fAulAsc154:0.434;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.264,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc158,2021cicX11218976,father,M,F1,fAulAsc76,2021cicX11218870,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.8832500000000001,1.0,1.0,fAulAsc158:0.883;fAulAsc157:0.117,0.71025,1.0,1.0,fAulAsc158+fAulAsc153:0.710;fAulAsc158+fAulAsc154:0.173;fAulAsc157+fAulAsc153:0.085,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc153,2021cicX11218971,mother,F,F1,fAulAsc76,2021cicX11218870,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.79525,1.0,1.0,fAulAsc153:0.795;fAulAsc154:0.205,0.71025,1.0,1.0,fAulAsc158+fAulAsc153:0.710;fAulAsc158+fAulAsc154:0.173;fAulAsc157+fAulAsc153:0.085,zero_parent,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc78,2021cicX11218872,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.9175,1.0,1.0,fAulAsc150:0.917;fAulAsc152:0.041,0.68875,1.0,1.0,fAulAsc150+fAulAsc154:0.689;fAulAsc150+fAulAsc153:0.229;fAulAsc152+fAulAsc153:0.041,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc154,2021cicX11218972,mother,F,F1,fAulAsc78,2021cicX11218872,F2,Tier_B_additional_identity,False,True,True,True,tier_B,False,0.70975,1.0,1.0,fAulAsc154:0.710;fAulAsc153:0.290,0.68875,1.0,1.0,fAulAsc150+fAulAsc154:0.689;fAulAsc150+fAulAsc153:0.229;fAulAsc152+fAulAsc153:0.041,father_only,0.0,0.0,0.0,Tier B chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
fAulAsc150,2021cicX11218968,father,M,F1,fAulAsc79,2021cicX11218873,F2,Tier_A_strict_identity,True,True,True,True,tier_A,False,0.9925,1.0,1.0,fAulAsc150:0.992,0.856,1.0,1.0,fAulAsc150+fAulAsc154:0.856;fAulAsc150+fAulAsc153:0.137,father_only,0.0,0.0,0.0,strict chromosome-resampling identity stability,Internal stability or leading rank is not breeding-record ground truth; Tier C identity is explicitly uncertain.
