EntityID,Sample,Alias,SantosID,EntityType,MetadataGeneration,PedigreeGeneration,Brood,Sex,Parent1,Parent2,Parent1Alias,Parent2Alias,CandidateParent1,CandidateParent2,CandidateParent1Alias,CandidateParent2Alias,ObservedParentState,EvidenceStatus,MissingBiologicalParentCount,Notes,InferenceModel,EvidencePolicy,EvidenceTier,Parent1EvidenceTier,Parent2EvidenceTier,PairBootstrapFraction,FatherBootstrapFraction,MotherBootstrapFraction,PairAlternatives95,Parent1Alternatives95,Parent2Alternatives95,ParentCountMAPState,ParentCountStateUsedAsTierGate,UnresolvedObservedParentIdentityCount,Parent1BootstrapFraction,HandoffView,F2RecordedF1ParentGuarantee,ForcedCompleteOnly,HandoffInterpretation
2021cicX11218843,2021cicX11218843,fAulAsc49,AA49,sequenced_individual,F2,F2,,M,2021cicX11218969,2021cicX11218971,fAulAsc151,fAulAsc153,2021cicX11218969,2021cicX11218971,fAulAsc151,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.779,0.9435,0.8355,fAulAsc151+fAulAsc153:0.779;fAulAsc151+fAulAsc154:0.165;fAulAsc152+fAulAsc153:0.041,fAulAsc151:0.944;fAulAsc152:0.041,fAulAsc153:0.836;fAulAsc154:0.165,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218844,2021cicX11218844,fAulAsc50,AA50,sequenced_individual,F2,F2,,M,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,A,0.705,0.71875,0.9825,fAulAsc158+fAulAsc154:0.705;fAulAsc157+fAulAsc154:0.278,fAulAsc158:0.719;fAulAsc157:0.281,fAulAsc154:0.982,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218845,2021cicX11218845,fAulAsc51,AA51,sequenced_individual,F2,F2,,M,2021cicX11218975,2021cicX11218972,fAulAsc157,fAulAsc154,2021cicX11218975,2021cicX11218972,fAulAsc157,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,A,B,0.837,0.97325,0.858,fAulAsc157+fAulAsc154:0.837;fAulAsc157+fAulAsc153:0.136,fAulAsc157:0.973,fAulAsc154:0.858;fAulAsc153:0.142,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218846,2021cicX11218846,fAulAsc52,AA52,sequenced_individual,F2,F2,,M,2021cicX11218975,2021cicX11218971,fAulAsc157,fAulAsc153,2021cicX11218975,2021cicX11218971,fAulAsc157,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.80675,0.88325,0.85675,fAulAsc157+fAulAsc153:0.807;fAulAsc157+fAulAsc154:0.076;fAulAsc158+fAulAsc154:0.065;fAulAsc158+fAulAsc153:0.050,fAulAsc157:0.883;fAulAsc158:0.115,fAulAsc153:0.857;fAulAsc154:0.143,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218847,2021cicX11218847,fAulAsc53,AA53,sequenced_individual,F2,F2,,M,,,,,2021cicX11218975,2021cicX11218971,fAulAsc157,fAulAsc153,observed_parent_identity_unresolved,C_complete_working_hypothesis,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,C_complete_working_hypothesis,C,C,0.35375,0.41575,0.642,fAulAsc157+fAulAsc153:0.354;fAulAsc158+fAulAsc154:0.294;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.062,fAulAsc158:0.581;fAulAsc157:0.416,fAulAsc153:0.642;fAulAsc154:0.358,zero_parent,False,2.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218848,2021cicX11218848,fAulAsc54,AA54,sequenced_individual,F2,F2,,M,2021cicX11218969,2021cicX11218972,fAulAsc151,fAulAsc154,2021cicX11218969,2021cicX11218972,fAulAsc151,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,A,B,0.92725,0.9725,0.93275,fAulAsc151+fAulAsc154:0.927;fAulAsc151+fAulAsc153:0.045,fAulAsc151:0.973,fAulAsc154:0.933;fAulAsc153:0.067,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218849,2021cicX11218849,fAulAsc55,AA55,sequenced_individual,F2,F2,,M,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.5785,0.791,0.57875,fAulAsc158+fAulAsc153:0.579;fAulAsc158+fAulAsc154:0.212;fAulAsc157+fAulAsc154:0.208,fAulAsc158:0.791;fAulAsc157:0.208,fAulAsc153:0.579;fAulAsc154:0.421,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218850,2021cicX11218850,fAulAsc56,AA56,sequenced_individual,F2,F2,,M,2021cicX11218969,2021cicX11218971,fAulAsc151,fAulAsc153,2021cicX11218969,2021cicX11218971,fAulAsc151,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.59475,0.88325,0.6045,fAulAsc151+fAulAsc153:0.595;fAulAsc151+fAulAsc154:0.288;fAulAsc152+fAulAsc154:0.105,fAulAsc151:0.883;fAulAsc152:0.115,fAulAsc153:0.605;fAulAsc154:0.395,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218851,2021cicX11218851,fAulAsc57,AA57,sequenced_individual,F2,F2,,M,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.7105,0.94675,0.727,fAulAsc158+fAulAsc153:0.711;fAulAsc158+fAulAsc154:0.236;fAulAsc157+fAulAsc154:0.037,fAulAsc158:0.947;fAulAsc157:0.053,fAulAsc153:0.727;fAulAsc154:0.273,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218852,2021cicX11218852,fAulAsc58,AA58,sequenced_individual,F2,F2,,M,2021cicX11218975,2021cicX11218972,fAulAsc157,fAulAsc154,2021cicX11218975,2021cicX11218972,fAulAsc157,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.706,0.7294999999999999,0.9285,fAulAsc157+fAulAsc154:0.706;fAulAsc158+fAulAsc154:0.223;fAulAsc158+fAulAsc153:0.048,fAulAsc157:0.729;fAulAsc158:0.271,fAulAsc154:0.928;fAulAsc153:0.072,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218853,2021cicX11218853,fAulAsc59,AA59,sequenced_individual,F2,F2,,M,2021cicX11218969,2021cicX11218972,fAulAsc151,fAulAsc154,2021cicX11218969,2021cicX11218972,fAulAsc151,fAulAsc154,two_observed_parent_working_hypothesis,A_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,A_exact_pair,A,A,0.96075,0.9905,0.97025,fAulAsc151+fAulAsc154:0.961,fAulAsc151:0.990,fAulAsc154:0.970,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218854,2021cicX11218854,fAulAsc60,AA60a,sequenced_individual,F2,F2,,M,,,,,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,observed_parent_identity_unresolved,C_complete_working_hypothesis,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,C_complete_working_hypothesis,C,C,0.43575,0.662,0.53325,fAulAsc158+fAulAsc154:0.436;fAulAsc157+fAulAsc153:0.240;fAulAsc158+fAulAsc153:0.226;fAulAsc157+fAulAsc154:0.098,fAulAsc158:0.662;fAulAsc157:0.338,fAulAsc154:0.533;fAulAsc153:0.467,zero_parent,False,2.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218855,2021cicX11218855,fAulAsc61,AA60b,sequenced_individual,F2,F2,,M,2021cicX11218968,2021cicX11218972,fAulAsc150,fAulAsc154,2021cicX11218968,2021cicX11218972,fAulAsc150,fAulAsc154,two_observed_parent_working_hypothesis,A_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,A_exact_pair,A,A,1.0,1.0,1.0,fAulAsc150+fAulAsc154:1.000,fAulAsc150:1.000,fAulAsc154:1.000,two_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218856,2021cicX11218856,fAulAsc62,AA61,sequenced_individual,F2,F2,,M,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.5915,0.76825,0.63175,fAulAsc158+fAulAsc153:0.592;fAulAsc157+fAulAsc154:0.179;fAulAsc158+fAulAsc154:0.177;fAulAsc157+fAulAsc153:0.028,fAulAsc158:0.768;fAulAsc157:0.206,fAulAsc153:0.632;fAulAsc154:0.368,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218857,2021cicX11218857,fAulAsc63,AA62,sequenced_individual,F3,F3,,M,,,,,2021cicX11218835,,fAulAsc41,,observed_F2_parent_identity_unresolved,C_complete_working_hypothesis,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,C_complete_working_hypothesis,C,unsequenced,,,,,fAulAsc41:0.423;fAulAsc129:0.170;fAulAsc48:0.146;fAulAsc199:0.079;fAulAsc100:0.052;fAulAsc88:0.034;fAulAsc84:0.022;fAulAsc142:0.020;fAulAsc93:0.012,,zero_parent,True,1.0,0.423,tier_B,,False,observed F2 father identity unresolved
2021cicX11218858,2021cicX11218858,fAulAsc64,AA63,sequenced_individual,F2,F2,,M,2021cicX11218969,2021cicX11218972,fAulAsc151,fAulAsc154,2021cicX11218969,2021cicX11218972,fAulAsc151,fAulAsc154,two_observed_parent_working_hypothesis,A_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,A_exact_pair,A,A,0.9725,0.991,0.97725,fAulAsc151+fAulAsc154:0.973,fAulAsc151:0.991,fAulAsc154:0.977,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218859,2021cicX11218859,fAulAsc65,AA64,sequenced_individual,F3,F3,,M,,,,,2021cicX11218924,,fAulAsc106,,observed_F2_parent_identity_unresolved,C_complete_working_hypothesis,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,C_complete_working_hypothesis,C,unsequenced,,,,,fAulAsc106:0.774;fAulAsc19:0.217,,one_observed_parent,True,1.0,0.774,tier_B,,False,observed F2 father identity unresolved
2021cicX11218860,2021cicX11218860,fAulAsc66,AA65,sequenced_individual,F3,F3,,M,2021cicX11218813,,fAulAsc19,,2021cicX11218813,,fAulAsc19,,one_observed_F2_parent_plus_unsequenced_mate,B_observed_F2_parent,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_observed_F2_parent,B,unsequenced,,,,,fAulAsc19:0.791;fAulAsc59:0.062;fAulAsc29:0.045;fAulAsc62:0.028;fAulAsc56:0.027,,one_observed_parent,True,0.0,0.7915,tier_B,,False,one observed F2 father identity plus an unsequenced biological mate
2021cicX11218861,2021cicX11218861,fAulAsc67,AA66,sequenced_individual,F3,F3,,M,2021cicX11218809,,fAulAsc15,,2021cicX11218809,,fAulAsc15,,one_observed_F2_parent_plus_unsequenced_mate,B_observed_F2_parent,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_observed_F2_parent,B,unsequenced,,,,,fAulAsc15:0.646;fAulAsc5:0.307,,one_observed_parent,True,0.0,0.646,tier_B,,False,one observed F2 father identity plus an unsequenced biological mate
2021cicX11218862,2021cicX11218862,fAulAsc68,AA67,sequenced_individual,F3,F3,,M,2021cicX11218826,,fAulAsc32,,2021cicX11218826,,fAulAsc32,,one_observed_F2_parent_plus_unsequenced_mate,B_observed_F2_parent,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_observed_F2_parent,B,unsequenced,,,,,fAulAsc32:0.785;fAulAsc5:0.075;fAulAsc90:0.063;fAulAsc49:0.014;fAulAsc72:0.013,,one_observed_parent,True,0.0,0.78525,tier_B,,False,one observed F2 father identity plus an unsequenced biological mate
2021cicX11218863,2021cicX11218863,fAulAsc69,AA68,sequenced_individual,F3,F3,,M,2021cicX11218832,,fAulAsc38,,2021cicX11218832,,fAulAsc38,,one_observed_F2_parent_plus_unsequenced_mate,A_observed_F2_parent,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,A_observed_F2_parent,A,unsequenced,,,,,fAulAsc38:0.952,,one_observed_parent,True,0.0,0.95225,tier_B,,False,one observed F2 father identity plus an unsequenced biological mate
2021cicX11218864,2021cicX11218864,fAulAsc70,AA69,sequenced_individual,F3,F3,,M,2021cicX11218832,,fAulAsc38,,2021cicX11218832,,fAulAsc38,,one_observed_F2_parent_plus_unsequenced_mate,B_observed_F2_parent,1.0,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_observed_F2_parent,B,unsequenced,,,,,fAulAsc38:0.866;fAulAsc123:0.046;fAulAsc24:0.034;fAulAsc147:0.022,,one_observed_parent,True,0.0,0.866,tier_B,,False,one observed F2 father identity plus an unsequenced biological mate
2021cicX11218865,2021cicX11218865,fAulAsc71,AA70,sequenced_individual,F2,F2,,M,2021cicX11218969,,fAulAsc151,,2021cicX11218969,2021cicX11218971,fAulAsc151,fAulAsc153,one_observed_parent_reported,A_one_parent_identity,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,A_one_parent_identity,A,C,0.56675,0.98825,0.5715,fAulAsc151+fAulAsc153:0.567;fAulAsc151+fAulAsc154:0.421,fAulAsc151:0.988,fAulAsc153:0.572;fAulAsc154:0.428,father_only,False,1.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218866,2021cicX11218866,fAulAsc72,AA71,sequenced_individual,F2,F2,,M,,2021cicX11218972,,fAulAsc154,2021cicX11218975,2021cicX11218972,fAulAsc157,fAulAsc154,one_observed_parent_reported,B_one_parent_identity,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_one_parent_identity,C,B,0.55625,0.5880000000000001,0.92525,fAulAsc157+fAulAsc154:0.556;fAulAsc158+fAulAsc154:0.369;fAulAsc158+fAulAsc153:0.043,fAulAsc157:0.588;fAulAsc158:0.412,fAulAsc154:0.925;fAulAsc153:0.075,zero_parent,False,1.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218867,2021cicX11218867,fAulAsc73,AA72,sequenced_individual,F2,F2,,M,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.79025,0.79025,0.9,fAulAsc158+fAulAsc154:0.790;fAulAsc157+fAulAsc154:0.109;fAulAsc157+fAulAsc153:0.100,fAulAsc158:0.790;fAulAsc157:0.209,fAulAsc154:0.900;fAulAsc153:0.100,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218868,2021cicX11218868,fAulAsc74,AA73,sequenced_individual,F2,F2,,M,2021cicX11218969,,fAulAsc151,,2021cicX11218969,2021cicX11218971,fAulAsc151,fAulAsc153,one_observed_parent_reported,A_one_parent_identity,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,A_one_parent_identity,A,C,0.50875,0.9955,0.50925,fAulAsc151+fAulAsc153:0.509;fAulAsc151+fAulAsc154:0.487,fAulAsc151:0.996,fAulAsc153:0.509;fAulAsc154:0.491,father_only,False,1.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218869,2021cicX11218869,fAulAsc75,AA74,sequenced_individual,F2,F2,,M,2021cicX11218976,,fAulAsc158,,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,one_observed_parent_reported,B_one_parent_identity,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_one_parent_identity,B,C,0.434,0.72125,0.69825,fAulAsc158+fAulAsc154:0.434;fAulAsc158+fAulAsc153:0.287;fAulAsc157+fAulAsc154:0.264,fAulAsc158:0.721;fAulAsc157:0.278,fAulAsc154:0.698;fAulAsc153:0.302,zero_parent,False,1.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218870,2021cicX11218870,fAulAsc76,AA75,sequenced_individual,F2,F2,,M,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,2021cicX11218976,2021cicX11218971,fAulAsc158,fAulAsc153,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.71025,0.8832500000000001,0.79525,fAulAsc158+fAulAsc153:0.710;fAulAsc158+fAulAsc154:0.173;fAulAsc157+fAulAsc153:0.085,fAulAsc158:0.883;fAulAsc157:0.117,fAulAsc153:0.795;fAulAsc154:0.205,zero_parent,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218871,2021cicX11218871,fAulAsc77,AA76,sequenced_individual,F2,F2,,M,,,,,2021cicX11218976,2021cicX11218972,fAulAsc158,fAulAsc154,observed_parent_identity_unresolved,C_complete_working_hypothesis,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,C_complete_working_hypothesis,C,C,0.46975,0.55675,0.5935,fAulAsc158+fAulAsc154:0.470;fAulAsc157+fAulAsc153:0.319;fAulAsc157+fAulAsc154:0.124;fAulAsc158+fAulAsc153:0.087,fAulAsc158:0.557;fAulAsc157:0.443,fAulAsc154:0.594;fAulAsc153:0.406,zero_parent,False,2.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218872,2021cicX11218872,fAulAsc78,AA77,sequenced_individual,F2,F2,,M,2021cicX11218968,2021cicX11218972,fAulAsc150,fAulAsc154,2021cicX11218968,2021cicX11218972,fAulAsc150,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,B,B,0.68875,0.9175,0.70975,fAulAsc150+fAulAsc154:0.689;fAulAsc150+fAulAsc153:0.229;fAulAsc152+fAulAsc153:0.041,fAulAsc150:0.917;fAulAsc152:0.041,fAulAsc154:0.710;fAulAsc153:0.290,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
2021cicX11218873,2021cicX11218873,fAulAsc79,AA78,sequenced_individual,F2,F2,,M,2021cicX11218968,2021cicX11218972,fAulAsc150,fAulAsc154,2021cicX11218968,2021cicX11218972,fAulAsc150,fAulAsc154,two_observed_parent_working_hypothesis,B_exact_pair,,"No real individual-level trio ground truth is available; tier labels describe relative identity stability conditional on the eligible candidate panel, not absolute parent presence. Blank fields mean unresolved or unsequenced rather than biological absence.",all_marker_phase_invariant_plus_reset_aware_linkage_parent_GL_conditioned,tier_B_or_better,B_exact_pair,A,B,0.856,0.9925,0.86225,fAulAsc150+fAulAsc154:0.856;fAulAsc150+fAulAsc153:0.137,fAulAsc150:0.992,fAulAsc154:0.862;fAulAsc153:0.138,father_only,False,0.0,,tier_B,independently_supplied_by_cross_users,False,parent identities ranked within an independently guaranteed complete 14-pair recorded-F1 candidate panel
