Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig
F2_4,1505847,1505846,1505719,0.9999156620265286,0.9999442174033732,0.9999714446231553,1505719,1308474,Direct,chr3
F2_5,1505847,1505846,1505509,0.9997762055349617,0.9998877707282152,0.9998884348067465,1505509,1300625,Direct,chr3
F2_6,1505847,1505846,1505433,0.9997257355665852,0.9999183183406537,0.9998074172259315,1272797,1505433,Flipped,chr3
F2_7,1505847,1505846,1505567,0.9998147220897754,0.999968124230499,0.9998465978592764,1301871,1505567,Flipped,chr3
F2_8,1505847,1505846,1505689,0.9998957396705905,0.9999734368587492,0.9999223028118414,1314235,1505689,Flipped,chr3
F2_9,1505847,1505846,1505756,0.9999402329321856,0.9999462096389671,0.9999940232932185,1284177,1505756,Flipped,chr3
F2_10,1505847,1505846,1505629,0.9998558949587142,0.9999774213299368,0.9998784736287775,1505629,1300047,Direct,chr3
F2_11,1505847,1505846,1505708,0.9999083571626847,0.9999475377960296,0.999960819366655,1505708,1305106,Direct,chr3
F2_12,1505847,1505846,1505666,0.9998804658643713,0.9999375766180606,0.9999428892463107,1505666,1266749,Direct,chr3
F2_13,1505847,1505846,1505615,0.9998465978592764,0.9999448814819045,0.9999017163773719,1505615,1277719,Direct,chr3
F2_14,1505847,1505846,1505658,0.9998751532361211,0.999968124230499,0.9999070290056221,1505658,1260659,Direct,chr3
F2_15,1505847,1505846,1505761,0.999943553324842,0.999968124230499,0.999975429094343,1308693,1505761,Flipped,chr3
F2_16,1505847,1505846,1505736,0.9999269513615602,0.9999462096389671,0.9999807417225931,1505736,1290662,Direct,chr3
F2_17,1505847,1505846,1505717,0.999914333869466,0.9999468737174984,0.9999674601519677,1366142,1505717,Flipped,chr3
F2_18,1505847,1505846,1505670,0.9998831221784963,0.9999521863457485,0.9999309358327478,1285500,1505670,Flipped,chr3
F2_19,1505847,1505846,1505651,0.9998705046864022,0.9999422251677794,0.9999282795186227,1330941,1505651,Flipped,chr3
F2_20,1505847,1505846,1505616,0.9998472619378077,0.999965467916374,0.9998817940214338,1505616,1317566,Direct,chr3
F2_21,1505847,1505846,1505649,0.9998691765293396,0.999936248460998,0.9999329280683417,1505649,1368283,Direct,chr3
F2_22,1505847,1505846,1505712,0.9999110134768097,0.9999814058011244,0.9999296076756853,1272163,1505712,Flipped,chr3
F2_23,1505847,1505846,1505592,0.9998313240530572,0.9998539027231205,0.9999774213299368,1276725,1505592,Flipped,chr3
F2_24,1505847,1505846,1505691,0.999897067827653,0.9999515222672173,0.9999455455604358,1312527,1505691,Flipped,chr3
F2_25,1505847,1505846,1505659,0.9998758173146524,0.9999893747434997,0.9998864425711527,1293971,1505659,Flipped,chr3
F2_26,1505847,1505846,1505715,0.9999130057124035,0.9999774213299368,0.9999355843824668,1362153,1505715,Flipped,chr3
F2_27,1505847,1505846,1505696,0.9999003882203094,0.9999787494869994,0.9999216387333101,1505696,1261581,Direct,chr3
F2_28,1505847,1505846,1505702,0.999904372691497,0.9999169901835911,0.9999873825079059,1505702,1340680,Direct,chr3
F2_29,1505847,1505846,1505744,0.9999322639898104,0.9999648038378427,0.9999674601519677,1505744,1309872,Direct,chr3
F2_30,1505847,1505846,1505643,0.999865192058152,0.9999820698796557,0.9998831221784963,1297940,1505643,Flipped,chr3
F2_31,1505847,1505846,1505571,0.9998173784039005,0.9999169901835911,0.9999003882203094,1505571,1315873,Direct,chr3
F2_32,1505847,1505846,1505662,0.9998778095502462,0.999943553324842,0.9999342562254042,1274205,1505662,Flipped,chr3
F2_33,1505847,1505846,1505684,0.9998924192779342,0.9999296076756853,0.9999628116022489,1305875,1505684,Flipped,chr3
F2_34,1505847,1505846,1505758,0.9999415610892481,0.9999694523875615,0.9999721087016866,1505758,1287067,Direct,chr3
F2_35,1505847,1505846,1505749,0.9999355843824668,0.9999940232932185,0.9999415610892481,1291265,1505749,Flipped,chr3
F2_36,1505847,1505846,1505610,0.99984327746662,0.999889762963809,0.999953514502811,1320888,1505610,Flipped,chr3
F2_37,1505847,1505846,1505744,0.9999322639898104,0.9999926951361561,0.9999395688536543,1505744,1323520,Direct,chr3
F2_38,1505847,1505846,1505585,0.9998266755033384,0.9998525745660579,0.9999741009372805,1505585,1320793,Direct,chr3
F2_39,1505847,1505846,1505805,0.9999727727802179,0.9999993359214687,0.9999734368587492,1505805,1316407,Direct,chr3
F2_40,1505847,1505846,1505542,0.9997981201264937,0.999960819366655,0.9998373007598387,1289505,1505542,Flipped,chr3
F2_41,1505847,1505846,1505644,0.9998658561366833,0.9999375766180606,0.9999282795186227,1313207,1505644,Flipped,chr3
F2_42,1505847,1505846,1505523,0.9997855026343996,0.9999315999112791,0.9998539027231205,1505523,1310631,Direct,chr3
F2_43,1505847,1505846,1505672,0.9998844503355588,1.0,0.9998844503355588,1278817,1505672,Flipped,chr3
F2_44,1505847,1505846,1505607,0.9998412852310263,0.999943553324842,0.9998977319061843,1293604,1505607,Flipped,chr3
F2_45,1505847,1505846,1505751,0.9999369125395293,0.9999667960734364,0.9999701164660928,1505751,1251485,Direct,chr3
F2_46,1505847,1505846,1505776,0.999953514502811,0.9999940232932185,0.9999594912095925,1505776,1277889,Direct,chr3
F2_47,1505847,1505846,1505709,0.999909021241216,0.9999568348954674,0.9999521863457485,1505709,1303138,Direct,chr3
F2_48,1505847,1505846,1505677,0.9998877707282152,0.9999594912095925,0.9999282795186227,1259567,1505677,Flipped,chr3
F2_49,1505847,1505846,1505695,0.9998997241417781,0.9999847261937808,0.9999149979479973,1332508,1505695,Flipped,chr3
F2_50,1505847,1505846,1505713,0.9999116775553409,0.9999462096389671,0.999965467916374,1292055,1505713,Flipped,chr3
F2_51,1505847,1505846,1505706,0.9999070290056221,0.9999442174033732,0.9999628116022489,1361734,1505706,Flipped,chr3
F2_52,1505847,1505846,1505565,0.999813393932713,0.999928943597154,0.9998392929954325,1296557,1505531,Flipped,chr3
F2_53,1505847,1505846,1505801,0.9999701164660928,0.9999973436858749,0.9999727727802179,1270632,1505801,Flipped,chr3
F2_54,1505847,1505846,1505462,0.9997449938439921,0.9999037086129657,0.9998412852310263,1364267,1505462,Flipped,chr3
F2_55,1505847,1505846,1505560,0.9998100735400566,0.9999907029005622,0.9998193706394943,1285923,1505560,Flipped,chr3
F2_56,1505847,1505846,1505681,0.9998904270423403,0.9999648038378427,0.9999256232044976,1319627,1505681,Flipped,chr3
F2_57,1505847,1505846,1505755,0.9999395688536543,0.9999661319949051,0.9999734368587492,1505755,1294559,Direct,chr3
F2_58,1505847,1505846,1505691,0.999897067827653,0.9999309358327478,0.9999661319949051,1505691,1289637,Direct,chr3
F2_59,1505847,1505846,1505747,0.9999342562254042,0.999943553324842,0.9999907029005622,1505747,1261137,Direct,chr3
F2_60,1505847,1505846,1505720,0.9999163261050599,0.9999714446231553,0.9999448814819045,1505720,1265021,Direct,chr3
F2_61,1505847,1505846,1505648,0.9998685124508084,0.9999428892463107,0.9999256232044976,1299053,1505648,Flipped,chr3
F2_62,1505847,1505846,1505731,0.9999236309689039,0.9999926951361561,0.9999309358327478,1505731,1273471,Direct,chr3
F2_63,1505847,1505846,1505602,0.99983796483837,0.9998532386445892,0.9999847261937808,1505602,1366772,Direct,chr3
F2_64,1505847,1505846,1505775,0.9999528504242797,0.999990038822031,0.9999628116022489,1305840,1505775,Flipped,chr3
F2_65,1505847,1505846,1505597,0.9998346444457136,0.9999083571626847,0.9999262872830289,1281386,1505597,Flipped,chr3
F2_66,1505847,1505846,1505613,0.9998452697022139,0.9998572231157767,0.9999880465864371,1505613,1273068,Direct,chr3
F2_67,1505847,1505846,1505588,0.9998286677389321,0.9998837862570276,0.9999448814819045,1505588,1295994,Direct,chr3
F2_68,1505847,1505846,1505384,0.9996931957185529,0.9998565590372455,0.9998366366813074,1302651,1505384,Flipped,chr3
F2_69,1505847,1505846,1505664,0.9998791377073087,0.999950858188686,0.9999282795186227,1314167,1505664,Flipped,chr3
F2_70,1505847,1505846,1505626,0.9998539027231205,0.9999057008485596,0.9999482018745609,1299379,1505626,Flipped,chr3
F2_71,1505847,1505846,1505460,0.9997436656869295,0.999816050246838,0.9999276154400915,1344345,1505460,Flipped,chr3
F2_72,1505847,1505846,1505538,0.9997954638123686,0.9998612075869644,0.9999342562254042,1505538,1310046,Direct,chr3
F2_73,1505847,1505846,1505608,0.9998419493095575,0.9999887106649684,0.9998532386445892,1505608,1319170,Direct,chr3
F2_74,1505847,1505846,1505694,0.9998990600632468,0.999968124230499,0.9999309358327478,1283285,1505694,Flipped,chr3
F2_75,1505847,1505846,1505791,0.9999634756807801,0.9999800776440618,0.9999833980367182,1263506,1505791,Flipped,chr3
F2_76,1505847,1505846,1505696,0.9999003882203094,0.9999774213299368,0.9999229668903726,1346738,1505696,Flipped,chr3
F2_77,1505847,1505846,1505762,0.9999442174033732,0.9999621475237176,0.9999820698796557,1505762,1315077,Direct,chr3
F2_78,1505847,1505846,1505446,0.9997343685874917,0.9997801900061494,0.9999541785813423,1505446,1288932,Direct,chr3
F2_79,1505847,1505846,1505606,0.9998406211524951,0.9999428892463107,0.9998977319061843,1311762,1505606,Flipped,chr3
F2_80,1505847,1505846,1505758,0.9999415610892481,0.999968124230499,0.9999734368587492,1505758,1276612,Direct,chr3
F2_81,1505847,1505846,1505737,0.9999276154400915,0.999975429094343,0.9999521863457485,1505737,1298435,Direct,chr3
F2_82,1505847,1505846,1505807,0.9999741009372805,0.9999787494869994,0.9999953514502811,1505807,1254571,Direct,chr3
F2_83,1505847,1505846,1505672,0.9998844503355588,0.9999634756807801,0.9999209746547788,1333384,1505672,Flipped,chr3
F2_84,1505847,1505846,1505686,0.9998937474349967,0.9999302717542166,0.9999634756807801,1315230,1505686,Flipped,chr3
F2_85,1505847,1505846,1505763,0.9999448814819045,0.9999747650158117,0.9999701164660928,1505763,1348519,Direct,chr3
F2_86,1505847,1505846,1505727,0.9999209746547788,0.9999475377960296,0.9999734368587492,1296509,1505727,Flipped,chr3
F2_87,1505847,1505846,1505742,0.9999309358327478,0.9999495300316235,0.9999814058011244,1505742,1329466,Direct,chr3
F2_88,1505847,1505846,1505520,0.9997835103988058,0.9998778095502462,0.9999057008485596,1505520,1333846,Direct,chr3
F2_89,1505847,1505846,1505617,0.999847926016339,0.9999169901835911,0.9999309358327478,1321045,1505617,Flipped,chr3
F2_90,1505847,1505846,1505661,0.9998771454717149,0.9999223028118414,0.9999548426598736,1318749,1505661,Flipped,chr3
F2_91,1505847,1505846,1505722,0.9999176542621224,0.9999382406965918,0.9999794135655306,1505722,1265243,Direct,chr3
F2_92,1505847,1505846,1505571,0.9998173784039005,0.9998771454717149,0.9999402329321856,1367224,1505571,Flipped,chr3
F2_93,1505847,1505846,1505734,0.9999256232044976,0.9999501941101547,0.999975429094343,1505734,1287869,Direct,chr3
F2_94,1505847,1505846,1505586,0.9998273395818696,0.9998519104875266,0.999975429094343,1282328,1505586,Flipped,chr3
F2_95,1505847,1505846,1505737,0.9999276154400915,0.9999601552881238,0.9999674601519677,1505737,1291639,Direct,chr3
F2_96,1505847,1505846,1505738,0.9999282795186227,0.999943553324842,0.9999847261937808,1289661,1505738,Flipped,chr3
F2_97,1505847,1505846,1505726,0.9999203105762475,0.9999588271310612,0.9999614834451863,1505726,1284143,Direct,chr3
F2_98,1505847,1505846,1505668,0.9998817940214338,0.9999548426598736,0.9999269513615602,1314813,1505668,Flipped,chr3
F2_99,1505847,1505846,1505680,0.999889762963809,0.9999276154400915,0.9999621475237176,1304652,1505680,Flipped,chr3
F3_0,1505847,1505846,1505536,0.9997941356553061,0.9998771454717149,0.9999169901835911,1327618,1505536,Flipped,chr3
F3_1,1505847,1505846,1505493,0.9997655802784614,0.9999634756807801,0.9998021045976813,1505493,1288856,Direct,chr3
F3_2,1505847,1505846,1505708,0.9999083571626847,0.9999282795186227,0.9999800776440618,1505708,1321863,Direct,chr3
F3_3,1505847,1505846,1505524,0.9997861667129309,0.9999422251677794,0.9998439415451513,1336152,1505524,Flipped,chr3
F3_4,1505847,1505846,1505562,0.9998114016971191,0.9999003882203094,0.9999110134768097,1505562,1308080,Direct,chr3
F3_5,1505847,1505846,1505472,0.9997516346293047,0.999833316288651,0.9999183183406537,1505472,1272946,Direct,chr3
F3_6,1505847,1505846,1505662,0.9998778095502462,0.9999628116022489,0.9999149979479973,1505662,1344062,Direct,chr3
F3_7,1505847,1505846,1505661,0.9998771454717149,0.9999229668903726,0.9999541785813423,1505661,1342864,Direct,chr3
F3_8,1505847,1505846,1505545,0.9998001123620875,0.9998127298541817,0.9999794135655306,1505545,1329651,Direct,chr3
F3_9,1505847,1505846,1505682,0.9998910911208716,0.9999156620265286,0.999975429094343,1505682,1425843,Direct,chr3
F3_10,1505847,1505846,1505458,0.999742337529867,0.9998718328434647,0.9998705046864022,1383346,1505458,Flipped,chr3
F3_11,1505847,1505846,1505536,0.9997941356553061,0.9999634756807801,0.9998306599745259,1505536,1283954,Direct,chr3
F3_12,1505847,1505846,1505567,0.9998147220897754,0.9999209746547788,0.9998937474349967,1505567,1308316,Direct,chr3
F3_13,1505847,1505846,1505649,0.9998691765293396,0.999914333869466,0.9999302717542166,1338249,1505649,Flipped,chr3
F3_14,1505847,1505846,1505602,0.99983796483837,0.9999661319949051,0.9998718328434647,1505602,1291644,Direct,chr3
F3_15,1505847,1505846,1505493,0.9997655802784614,0.9999236309689039,0.99983796483837,1505493,1350491,Direct,chr3
F3_16,1505847,1505846,1505620,0.9998499182519328,0.999889762963809,0.9999149979479973,1305788,1505586,Flipped,chr3
F3_17,1505847,1505846,1505708,0.9999083571626847,0.9999342562254042,0.9999741009372805,1299573,1505708,Flipped,chr3
F3_18,1505847,1505846,1505628,0.999855230880183,0.9999369125395293,0.9999183183406537,1281346,1505628,Flipped,chr3
F3_19,1505847,1505846,1505436,0.999727727802179,0.9997855026343996,0.9999422251677794,1326794,1505436,Flipped,chr3
F3_20,1505847,1505846,1505532,0.999791479341181,0.9998678483722772,0.9999223028118414,1505532,1316332,Direct,chr3
F3_21,1505847,1505846,1505349,0.9996699529699584,0.9998950755920593,0.9997742132993679,1505349,1313585,Direct,chr3
F3_22,1505847,1505846,1505730,0.9999229668903726,0.9999342562254042,0.9999887106649684,1304274,1505730,Flipped,chr3
F3_23,1505847,1505846,1505505,0.9997735492208366,0.999894411513528,0.9998791377073087,1276494,1505505,Flipped,chr3
F3_24,1505847,1505846,1505663,0.9998784736287775,0.9999661319949051,0.9999123416338722,1505663,1314070,Direct,chr3
F3_25,1505847,1505846,1505365,0.9996805782264587,0.9998007764406187,0.99987980178584,1309211,1505365,Flipped,chr3
F3_26,1505847,1505846,1505610,0.99984327746662,0.9999302717542166,0.9999130057124035,1505610,1300040,Direct,chr3
F3_27,1505847,1505846,1505372,0.9996852267761777,0.9997689006711178,0.9999163261050599,1313965,1505372,Flipped,chr3
F3_28,1505847,1505846,1505713,0.9999116775553409,0.9999628116022489,0.9999488659530922,1270269,1505713,Flipped,chr3
F3_29,1505847,1505846,1505784,0.9999588271310612,0.999985390272312,0.9999734368587492,1326945,1505784,Flipped,chr3
F3_30,1505847,1505846,1505610,0.99984327746662,0.9999349203039355,0.9999083571626847,1505610,1263337,Direct,chr3
F3_31,1505847,1505846,1505691,0.999897067827653,0.9999442174033732,0.9999528504242797,1301227,1505691,Flipped,chr3
F3_32,1505847,1505846,1505566,0.9998140580112441,0.9998758173146524,0.9999382406965918,1307349,1505566,Flipped,chr3
F3_33,1505847,1505846,1505566,0.9998140580112441,0.999889762963809,0.9999242950474351,1318274,1505566,Flipped,chr3
F3_34,1505847,1505846,1505502,0.9997715569852429,0.999938904775123,0.9998280036604008,1505502,1311975,Direct,chr3
F3_35,1505847,1505846,1505511,0.9997775336920243,0.9998386289169012,0.999938904775123,1505511,1273554,Direct,chr3
F3_36,1505847,1505846,1505550,0.9998034327547438,0.999894411513528,0.999909021241216,1505550,1268199,Direct,chr3
F3_37,1505847,1505846,1505650,0.9998698406078709,0.9999302717542166,0.999928943597154,1505650,1326576,Direct,chr3
F3_38,1505847,1505846,1505537,0.9997947997338373,0.9999116775553409,0.9998831221784963,1283431,1505537,Flipped,chr3
F3_39,1505847,1505846,1505728,0.9999216387333101,0.9999541785813423,0.9999674601519677,1370540,1505728,Flipped,chr3
F3_40,1505847,1505846,1505691,0.999897067827653,0.9841198900817215,0.9841192260031902,1481855,1390019,Direct,chr3
F3_41,1505847,1505846,1505515,0.9997801900061494,0.9998359726027761,0.9999442174033732,1505515,1366051,Direct,chr3
F3_42,1505847,1505846,1505375,0.9996872190117715,0.9999276154400915,0.9997596035716799,1505375,1309865,Direct,chr3
F3_43,1505847,1505846,1505309,0.9996433898287076,0.9997350326660229,0.9999083571626847,1505309,1299591,Direct,chr3
F3_44,1505847,1505846,1505560,0.9998100735400566,0.9999216387333101,0.9998884348067465,1505560,1352990,Direct,chr3
F3_45,1505847,1505846,1505584,0.9998260114248071,0.9999455455604358,0.9998804658643713,1320241,1505584,Flipped,chr3
F3_46,1505847,1505846,1505645,0.9998665202152146,0.9999468737174984,0.9999196464977163,1505645,1291844,Direct,chr3
F3_47,1505847,1505846,1505508,0.9997755414564304,0.9998977319061843,0.9998778095502462,1287993,1505508,Flipped,chr3
F3_48,1505847,1505846,1505386,0.9996945238756154,0.9998366366813074,0.999857887194308,1268909,1505386,Flipped,chr3
F3_49,1505847,1505846,1505729,0.9999223028118414,0.9999800776440618,0.9999422251677794,1505729,1339909,Direct,chr3
F3_50,1505847,1505846,1505549,0.9998027686762125,0.9998990600632468,0.9999037086129657,1335402,1505549,Flipped,chr3
F3_51,1505847,1505846,1505606,0.9998406211524951,0.9999223028118414,0.9999183183406537,1505606,1269604,Direct,chr3
F3_52,1505847,1505846,1505705,0.9999063649270908,0.9999800776440618,0.9999262872830289,1324571,1505705,Flipped,chr3
F3_53,1505847,1505846,1505681,0.9998904270423403,0.9999369125395293,0.9999482018745609,1505677,1290377,Direct,chr3
F3_54,1505847,1505846,1505532,0.999791479341181,0.9999349203039355,0.9998220269536194,1505506,1288486,Direct,chr3
F3_55,1505847,1505846,1505341,0.9996646403417082,0.9998631998225582,0.99980144051915,1505341,1281523,Direct,chr3
F3_56,1505847,1505846,1505575,0.9998200347180256,0.9999256232044976,0.999894411513528,1363594,1505575,Flipped,chr3
F3_57,1505847,1505846,1505666,0.9998804658643713,0.9999475377960296,0.9999329280683417,1289324,1505666,Flipped,chr3
F3_58,1505847,1505846,1505551,0.9998040968332751,0.9999110134768097,0.9998930833564654,1304514,1505551,Flipped,chr3
F3_59,1505847,1505846,1505278,0.9996228033942381,0.9998001123620875,0.9998226910321507,1325434,1505278,Flipped,chr3
F3_60,1505847,1505846,1505597,0.9998346444457136,0.9999548426598736,0.999872496921996,1371926,1505597,Flipped,chr3
F3_61,1505847,1505846,1505463,0.9997456579225232,0.9998685124508084,0.9998771454717149,1321586,1505463,Flipped,chr3
F3_62,1505847,1505846,1505706,0.9999070290056221,0.9999794135655306,0.9999276154400915,1325372,1505706,Flipped,chr3
F3_63,1505847,1505846,1505387,0.9996951879541467,0.9998990600632468,0.9997961278908999,1291962,1505387,Flipped,chr3
F3_64,1505847,1505846,1505644,0.9998658561366833,0.999889762963809,0.999943553324842,1505644,1417034,Direct,chr3
F3_65,1505847,1505846,1505529,0.9997894871055871,0.9999641397593114,0.9998253473462758,1294309,1505529,Flipped,chr3
F3_66,1505847,1505846,1505521,0.999784174477337,0.9998990600632468,0.9998499182519328,1505521,1340732,Direct,chr3
F3_67,1505847,1505846,1505607,0.9998412852310263,0.999918982419185,0.9999223028118414,1347801,1505607,Flipped,chr3
F3_68,1505847,1505846,1505670,0.9998831221784963,0.9999760931728743,0.9999057008485596,1357429,1505670,Flipped,chr3
F3_69,1505847,1505846,1505681,0.9998904270423403,0.9999515222672173,0.999938904775123,1323751,1505681,Flipped,chr3
F3_70,1505847,1505846,1505813,0.9999780854084681,0.9999913669790935,0.9999867184293746,1260620,1505813,Flipped,chr3
F3_71,1505847,1505846,1505657,0.9998744891575898,0.9999209746547788,0.999953514502811,1289655,1505657,Flipped,chr3
F3_72,1505847,1505846,1505488,0.999762259885805,0.9998685124508084,0.9998937474349967,1505488,1325275,Direct,chr3
F3_73,1505847,1505846,1505602,0.99983796483837,0.9998864425711527,0.9999462096389671,1282663,1505598,Flipped,chr3
F3_74,1505847,1505846,1505552,0.9998047609118064,0.9998744891575898,0.9999269513615602,1320852,1505552,Flipped,chr3
F3_75,1505847,1505846,1505619,0.9998492541734015,0.9999315999112791,0.9999176542621224,1292344,1505619,Flipped,chr3
F3_76,1505847,1505846,1505451,0.999737688980148,0.9998598794299018,0.9998711687649334,1347624,1505451,Flipped,chr3
F3_77,1505847,1505846,1505413,0.9997124539959598,0.9998645279796208,0.999847926016339,1287197,1505413,Flipped,chr3
F3_78,1505847,1505846,1505749,0.9999355843824668,0.999990038822031,0.9999455455604358,1505749,1266731,Direct,chr3
F3_79,1505847,1505846,1505711,0.9999103493982785,0.9999422251677794,0.999968124230499,1323299,1505711,Flipped,chr3
F3_80,1505847,1505846,1505613,0.9998452697022139,0.9999123416338722,0.999904372691497,1505613,1328534,Direct,chr3
F3_81,1505847,1505846,1505507,0.9997748773778992,0.999872496921996,0.9999003882203094,1348068,1505507,Flipped,chr3
F3_82,1505847,1505846,1505380,0.9996905394044278,0.9998877707282152,0.9998027686762125,1505380,1298309,Direct,chr3
F3_83,1505847,1505846,1505626,0.9998539027231205,0.999872496921996,0.9999814058011244,1321362,1505626,Flipped,chr3
F3_84,1505847,1505846,1505600,0.9998366366813074,0.9998824580999651,0.9999541785813423,1505600,1307997,Direct,chr3
F3_85,1505847,1505846,1505622,0.9998512464089954,0.999990038822031,0.9998612075869644,1334415,1505622,Flipped,chr3
F3_86,1505847,1505846,1505431,0.9997244074095226,0.9999415610892481,0.9997463220010545,1505431,1334373,Direct,chr3
F3_87,1505847,1505846,1505408,0.9997091336033034,0.999965467916374,0.9997436656869295,1305769,1505408,Flipped,chr3
F3_88,1505847,1505846,1505567,0.9998147220897754,0.9999329280683417,0.9998465978592764,1505567,1383430,Direct,chr3
F3_89,1505847,1505846,1505543,0.999798784205025,0.9998890988852778,0.9999096853197472,1339159,1505543,Flipped,chr3
F3_90,1505847,1505846,1505633,0.9998585512728393,0.9999528504242797,0.999865192058152,1404246,1505633,Flipped,chr3
F3_91,1505847,1505846,1505581,0.9998240191892133,0.9998977319061843,0.9999262872830289,1308517,1505581,Flipped,chr3
F3_92,1505847,1505846,1505352,0.9996719452055522,0.9989288413290602,0.9989613811770924,1504011,1328296,Direct,chr3
F3_93,1505847,1505846,1505586,0.9998273395818696,0.9998658561366833,0.9999614834451863,1303496,1505586,Flipped,chr3
F3_94,1505847,1505846,1505572,0.9998180424824318,0.9998758173146524,0.9999422251677794,1505572,1290131,Direct,chr3
F3_95,1505847,1505846,1505539,0.9997961278908999,0.9998864425711527,0.9999096853197472,1283384,1505539,Flipped,chr3
F3_96,1505847,1505846,1505633,0.9998585512728393,0.9999402329321856,0.9999183183406537,1505633,1317993,Direct,chr3
F3_97,1505847,1505846,1505539,0.9997961278908999,0.9999003882203094,0.9998957396705905,1505539,1302486,Direct,chr3
F3_98,1505847,1505846,1505601,0.9998373007598387,0.999918982419185,0.9999183183406537,1279870,1505601,Flipped,chr3
F3_99,1505847,1505846,1505386,0.9996945238756154,0.9999581630525299,0.9997363608230855,1298039,1505386,Flipped,chr3
F3_100,1505847,1505846,1505561,0.9998107376185879,0.999865192058152,0.9999455455604358,1309657,1505561,Flipped,chr3
F3_101,1505847,1505846,1505550,0.9998034327547438,0.9999262872830289,0.9998771454717149,1505550,1312911,Direct,chr3
F3_102,1505847,1505846,1505496,0.9997675725140552,0.9998691765293396,0.9998983959847155,1332804,1505496,Flipped,chr3
F3_103,1505847,1505846,1505489,0.9997629239643363,0.999909021241216,0.9998539027231205,1505489,1250644,Direct,chr3
F3_104,1505847,1505846,1505602,0.99983796483837,0.9999349203039355,0.9999030445344345,1274801,1505602,Flipped,chr3
F3_105,1505847,1505846,1505556,0.9998074172259315,0.9999674601519677,0.9998399570739638,1505556,1401543,Direct,chr3
F3_106,1505847,1505846,1505317,0.9996487024569578,0.9999110134768097,0.999737688980148,1505317,1343747,Direct,chr3
F3_107,1505847,1505846,1505543,0.999798784205025,0.9998718328434647,0.9999269513615602,1327089,1505543,Flipped,chr3
F3_108,1505847,1505846,1505568,0.9998153861683067,0.9999156620265286,0.9998997241417781,1292748,1505568,Flipped,chr3
F3_109,1505847,1505846,1505516,0.9997808540846806,0.9999541785813423,0.9998266755033384,1298093,1505516,Flipped,chr3
F3_110,1505847,1505846,1505674,0.9998857784926214,0.9967174598199284,0.9967918366154308,1340941,1500873,Flipped,chr3
F3_111,1505847,1505846,1505732,0.9999242950474351,0.9999548426598736,0.9999694523875615,1339740,1505732,Flipped,chr3
F3_112,1505847,1505846,1505550,0.9998034327547438,0.9999010522988406,0.9999023804559032,1505550,1301758,Direct,chr3
F3_113,1505847,1505846,1505510,0.999776869613493,0.9999057008485596,0.9998711687649334,1505510,1358682,Direct,chr3
F3_114,1505847,1505846,1505493,0.9997655802784614,0.9999355843824668,0.9997994482835563,1505493,1344071,Direct,chr3
F3_115,1505847,1505846,1505615,0.9998465978592764,0.9998910911208716,0.9999555067384048,1335233,1505615,Flipped,chr3
F3_116,1505847,1505846,1505568,0.9998153861683067,0.9998957396705905,0.9999196464977163,1277664,1505568,Flipped,chr3
F3_117,1505847,1505846,1505701,0.9999037086129657,0.9999581630525299,0.9999455455604358,1505701,1346765,Direct,chr3
F3_118,1505847,1505846,1505731,0.9999236309689039,0.9999468737174984,0.9999767572514056,1505731,1331385,Direct,chr3
F3_119,1505847,1505846,1505770,0.9999495300316235,0.9999747650158117,0.9999747650158117,1295578,1505770,Flipped,chr3
F3_120,1505847,1505846,1505707,0.9999076930841534,0.999950858188686,0.9999568348954674,1288841,1505707,Flipped,chr3
F3_121,1505847,1505846,1505517,0.9997815181632119,0.9999216387333101,0.9998598794299018,1505517,1315250,Direct,chr3
F3_122,1505847,1505846,1505605,0.9998399570739638,0.9999003882203094,0.9999395688536543,1297427,1505605,Flipped,chr3
F3_123,1505847,1505846,1505632,0.999857887194308,0.9998804658643713,0.9999774213299368,1282101,1505632,Flipped,chr3
F3_124,1505847,1505846,1505687,0.999894411513528,0.9999628116022489,0.9998964037491218,1359152,1505687,Flipped,chr3
F3_125,1505847,1505846,1505767,0.9999475377960296,0.9999701164660928,0.9999641397593114,1505767,1349156,Direct,chr3
F3_126,1505847,1505846,1505598,0.9998353085242448,0.9998811299429026,0.9999541785813423,1304226,1505598,Flipped,chr3
F3_127,1505847,1505846,1505605,0.9998399570739638,0.9999309358327478,0.9999076930841534,1505605,1339842,Direct,chr3
F3_128,1505847,1505846,1505453,0.9997390171372106,0.9999176542621224,0.9998213628750882,1282442,1505453,Flipped,chr3
F3_129,1505847,1505846,1505590,0.9998299958959946,0.99987980178584,0.9999501941101547,1329709,1505590,Flipped,chr3
F3_130,1505847,1505846,1505617,0.999847926016339,0.9999727727802179,0.9998751532361211,1505617,1292588,Direct,chr3
F3_131,1505847,1505846,1505652,0.9998711687649334,0.999950858188686,0.9999203105762475,1306392,1505652,Flipped,chr3
F3_132,1505847,1505846,1505675,0.9998864425711527,0.9999110134768097,0.999975429094343,1505675,1334274,Direct,chr3
F3_133,1505847,1505846,1505463,0.9997456579225232,0.9999269513615602,0.999818706560963,1375416,1505463,Flipped,chr3
F3_134,1505847,1505846,1505657,0.9998744891575898,0.9999349203039355,0.9999395688536543,1274590,1505657,Flipped,chr3
