Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Founder_accuracy,Founder_Track1_accuracy,Founder_Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig
F3_9,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,181802,155061,Direct,chr2
F3_10,181802,181801,181801,1.0,1.0,1.0,0.9999174922030132,0.9999284932426115,0.9999889989604017,154836,181802,Flipped,chr2
F3_11,181802,181801,181801,1.0,1.0,1.0,0.9737185163997998,0.9999889989604017,0.9737295174393981,150758,181802,Flipped,chr2
F3_12,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,181802,151218,Direct,chr2
F3_13,181802,181801,181801,1.0,1.0,1.0,0.9992134256687257,0.999680969851651,0.9995324558170747,181802,144794,Direct,chr2
F3_14,181802,181801,181801,1.0,1.0,1.0,0.9782179415954808,0.9919912431724798,0.9782179415954808,181802,140950,Direct,chr2
F3_15,181802,181801,181801,1.0,1.0,1.0,0.9797030819412434,0.9816007612719402,0.9981023206693033,147440,181802,Flipped,chr2
F3_16,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,1.0,0.9999779979208036,181802,155126,Direct,chr2
F3_17,181802,181801,181801,1.0,1.0,1.0,0.9999504953218079,0.9999779979208036,0.9999724974010044,138676,181802,Flipped,chr2
F3_18,181802,181801,181801,1.0,1.0,1.0,0.9986303705700189,0.9999449948020088,0.9986853757680101,155953,181802,Flipped,chr2
F3_19,181802,181801,181801,1.0,1.0,1.0,0.9755666910523044,0.9758362165224613,0.9997304745298431,149778,181802,Flipped,chr2
F3_20,181802,181801,181801,1.0,1.0,1.0,0.9979868097535217,0.9979923102733208,0.9999944994802009,144097,181802,Flipped,chr2
F3_21,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,140466,181802,Flipped,chr2
F3_22,181802,181801,181801,1.0,1.0,1.0,0.9999449948020088,1.0,0.9999449948020088,181802,143481,Direct,chr2
F3_23,181802,181801,181801,1.0,1.0,1.0,0.9905336054257128,0.9905556075049092,0.9999779979208036,181802,146927,Direct,chr2
F3_24,181802,181801,181801,1.0,1.0,1.0,0.9997139729704457,0.9997139729704457,1.0,147935,181802,Flipped,chr2
F3_25,181802,181801,181801,1.0,1.0,1.0,0.9996314651734589,0.9998844890842185,0.9997469760892405,155796,181802,Flipped,chr2
F3_26,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,1.0,0.9997469760892405,181802,145745,Direct,chr2
F3_27,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,137279,181802,Flipped,chr2
F3_28,181802,181801,181801,1.0,0.9910341527274328,0.9910341527274328,0.999955995841607,0.9452643274789467,0.9453028311175407,175411,180172,Flipped,chr2
F3_29,181802,181801,181801,1.0,1.0,1.0,0.9994279459408915,0.9994279459408915,1.0,145256,181802,Flipped,chr2
F3_30,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,1.0,0.9999064911634149,181802,141145,Direct,chr2
F3_31,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,181802,151385,Direct,chr2
F3_32,181802,181801,181801,1.0,1.0,1.0,0.9641201093503337,0.9976127744071814,0.9665073349431521,153574,181802,Flipped,chr2
F3_33,181802,181801,181801,1.0,1.0,1.0,0.9798680975352171,0.9999889989604017,0.9798790985748154,181802,153317,Direct,chr2
F3_34,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,0.9999779979208036,0.9999284932426115,167052,181802,Flipped,chr2
F3_35,181802,181801,181801,1.0,1.0,1.0,0.9992024246291275,1.0,0.9992024246291275,175277,181802,Flipped,chr2
F3_36,181802,181801,181801,1.0,1.0,1.0,0.9936303980726179,0.993641399112216,0.9999889989604017,154905,181802,Flipped,chr2
F3_37,181802,181801,181801,1.0,1.0,1.0,0.9998679875248211,0.9998789885644194,0.9999889989604017,137317,181802,Flipped,chr2
F3_38,181802,181801,181801,1.0,1.0,1.0,0.9998019812872316,0.9998349844060264,0.9999669968812053,141412,181802,Flipped,chr2
F3_39,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,168435,181802,Flipped,chr2
F3_40,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,156046,181802,Flipped,chr2
F3_41,181802,181801,181801,1.0,1.0,1.0,0.9788284992931832,0.9989494007183679,0.9798790985748154,181802,144822,Direct,chr2
F3_42,181802,181801,181801,1.0,1.0,1.0,0.9880693725557065,0.9999779979208036,0.988091374634903,144973,181802,Flipped,chr2
F3_43,181802,181801,181801,1.0,1.0,1.0,0.9997194734902448,0.9997469760892405,0.9999724974010044,150918,181802,Flipped,chr2
F3_44,181802,181801,181801,1.0,1.0,1.0,0.9906161132226995,1.0,0.9906161132226995,150472,181802,Flipped,chr2
F3_45,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,1.0,0.9999779979208036,150541,181802,Flipped,chr2
F3_46,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,1.0,0.9999064911634149,154501,181802,Flipped,chr2
F3_47,181802,181801,181801,1.0,1.0,1.0,0.9919912431724798,1.0,0.9919912431724798,146812,181802,Flipped,chr2
F3_48,181802,181801,181801,1.0,1.0,1.0,0.9980803185901068,0.998091319629705,0.9999889989604017,141665,181802,Flipped,chr2
F3_49,181802,181801,181801,1.0,0.9888119427285879,0.9888119427285879,0.9841420014191341,0.9124482263573908,0.9281192072650866,173736,179768,Flipped,chr2
F3_50,181802,181801,181801,1.0,1.0,1.0,0.9996754693318518,0.9999944994802009,0.999680969851651,181802,154166,Direct,chr2
F3_51,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,181802,144641,Direct,chr2
F3_52,181802,181801,181801,1.0,1.0,1.0,0.9999669968812053,0.9999779979208036,0.9999889989604017,152588,181802,Flipped,chr2
F3_53,181802,181801,181801,1.0,1.0,1.0,0.9980968201495042,1.0,0.9980968201495042,137213,181802,Flipped,chr2
F3_54,181802,181801,181801,1.0,1.0,1.0,0.9992299272281231,1.0,0.9992299272281231,155990,181802,Flipped,chr2
F3_55,181802,181801,181801,1.0,1.0,1.0,0.97590772327985,0.9999889989604017,0.9759187243194481,147359,181802,Flipped,chr2
F3_56,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,181802,153958,Direct,chr2
F3_57,181802,181801,181801,1.0,1.0,1.0,0.9985203601740364,1.0,0.9985203601740364,181802,176243,Direct,chr2
F3_58,181802,181801,181800,0.9999944994802009,0.9999944994802009,1.0,0.9998844890842185,0.9998954901238167,0.9999889989604017,181801,143088,Direct,chr2
F3_59,181802,181801,181801,1.0,1.0,1.0,0.9998459854456246,1.0,0.9998459854456246,147868,181802,Flipped,chr2
F3_60,181802,181801,181801,1.0,1.0,1.0,0.9997524766090395,0.9999944994802009,0.9997579771288386,181802,149206,Direct,chr2
F3_61,181802,181801,181801,1.0,0.9929703356967233,0.9929703356967233,0.9999229927228123,0.958091539650497,0.9580585365317023,180524,165332,Direct,chr2
F3_62,181802,181801,181801,1.0,1.0,1.0,0.9999614963614062,0.9999614963614062,1.0,181802,171462,Direct,chr2
F3_63,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,1.0,0.9999779979208036,181802,171413,Direct,chr2
F3_64,181802,181801,181801,1.0,1.0,1.0,0.9968151990363089,1.0,0.9968151990363089,150617,181802,Flipped,chr2
F3_65,181802,181801,181801,1.0,1.0,1.0,0.9997909802476334,1.0,0.9997909802476334,181802,146761,Direct,chr2
F3_66,181802,181801,181801,1.0,1.0,1.0,0.9997909802476334,0.9997909802476334,1.0,181802,163882,Direct,chr2
F3_67,181802,181801,181801,1.0,1.0,1.0,0.9991859230697301,0.999955995841607,0.9992299272281231,139816,181802,Flipped,chr2
F3_68,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,0.9999064911634149,1.0,142099,181802,Flipped,chr2
F3_69,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,146900,181802,Flipped,chr2
F3_70,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,181802,131626,Direct,chr2
F3_71,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,154180,181802,Flipped,chr2
F3_72,181802,181801,181801,1.0,1.0,1.0,0.9978878003971375,1.0,0.9978878003971375,181802,152855,Direct,chr2
F3_73,181802,181801,181801,1.0,1.0,1.0,0.9997359750496422,0.9997469760892405,0.9999889989604017,181802,154282,Direct,chr2
F3_74,181802,181801,181801,1.0,1.0,1.0,0.9878768543627373,0.9999889989604017,0.9878878554023355,181802,154228,Direct,chr2
F3_75,181802,181801,181801,1.0,1.0,1.0,0.997590772327985,0.9976072738873824,0.9999834984406026,155445,181802,Flipped,chr2
F3_76,181802,181801,181801,1.0,1.0,1.0,0.9838009691915887,0.9839659847855622,0.9998349844060264,181802,153630,Direct,chr2
F3_77,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,0.9999944994802009,1.0,181802,163021,Direct,chr2
F3_78,181802,181801,181801,1.0,1.0,1.0,0.9948350119086253,0.9948515134680227,0.9999834984406026,181802,148574,Direct,chr2
F3_79,181802,181801,181801,1.0,1.0,1.0,0.9998239833664281,0.9998239833664281,1.0,143462,181802,Flipped,chr2
F3_80,181802,181801,181801,1.0,0.9682730017986699,0.9682730017986699,0.995544578962712,0.7550838554243376,0.7544017909692466,176034,161912,Direct,chr2
F3_81,181802,181801,181801,1.0,1.0,1.0,0.9785039686250351,0.9785259707042315,0.9999779979208036,181802,167829,Direct,chr2
F3_82,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,148476,181802,Flipped,chr2
F3_83,181802,181801,181801,1.0,1.0,1.0,0.9988393903223854,0.9998734880446202,0.9989659022777653,138950,181802,Flipped,chr2
F3_84,181802,181801,181801,1.0,1.0,1.0,0.912552736233574,0.9597361950704342,0.95281654116314,181802,167718,Direct,chr2
F3_85,181802,181801,181789,0.9999339937624105,1.0,0.9999339937624105,0.9984213508176523,0.9997029719308475,0.9987183788868048,181790,145372,Direct,chr2
F3_86,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9998019812872316,0.9999449948020088,140065,181802,Flipped,chr2
F3_87,181802,181801,181801,1.0,1.0,1.0,0.9998514859654237,0.9998514859654237,1.0,138459,181802,Flipped,chr2
F3_88,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,150427,181802,Flipped,chr2
F3_89,181802,181801,181801,1.0,1.0,1.0,0.9703466977629386,0.9706932305102832,0.9996534672526554,181802,166993,Direct,chr2
F3_90,181802,181801,181801,1.0,1.0,1.0,0.999955995841607,1.0,0.999955995841607,181802,148451,Direct,chr2
F3_91,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,151101,181802,Flipped,chr2
F3_92,181802,181801,181801,1.0,1.0,1.0,0.999680969851651,0.999680969851651,1.0,181802,151812,Direct,chr2
F3_93,181802,181801,181801,1.0,1.0,1.0,0.9845435393644699,0.9845435393644699,1.0,181802,162998,Direct,chr2
F3_94,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,1.0,0.9999779979208036,181802,136113,Direct,chr2
F3_95,181802,181801,181801,1.0,1.0,1.0,0.9906051121831013,0.9999889989604017,0.9906161132226995,141773,181802,Flipped,chr2
F3_96,181802,181801,181801,1.0,1.0,1.0,0.9848625695128189,0.9848790710722163,0.9999834984406026,143750,181802,Flipped,chr2
F3_97,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,181802,139457,Direct,chr2
F3_98,181802,181801,181801,1.0,1.0,1.0,0.9997194734902448,1.0,0.9997194734902448,145365,181802,Flipped,chr2
F3_99,181802,181801,181801,1.0,1.0,1.0,0.9979703081941244,0.9980253133921155,0.9998789885644194,167601,181802,Flipped,chr2
F3_100,181802,181801,181801,1.0,1.0,1.0,0.9997909802476334,1.0,0.9997909802476334,181802,144184,Direct,chr2
F3_101,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,1.0,0.9997469760892405,143093,181802,Flipped,chr2
F3_102,181802,181801,181801,1.0,1.0,1.0,0.9575414876705849,0.9881738824318899,0.969367605238695,181802,155381,Direct,chr2
F3_103,181802,181801,181801,1.0,1.0,1.0,0.9085263557406175,1.0,0.9085263557406175,147086,181802,Flipped,chr2
F3_104,181802,181801,181801,1.0,1.0,1.0,0.9998899896040175,0.9999834984406026,0.9999064911634149,148056,181802,Flipped,chr2
F3_105,181802,181801,181801,1.0,1.0,1.0,0.9973212468578281,0.9973212468578281,1.0,151701,181802,Flipped,chr2
F3_106,181802,181801,181801,1.0,1.0,1.0,0.9999284932426115,0.9999339937624105,0.9999889989604017,181802,169963,Direct,chr2
F3_107,181802,181801,181796,0.9999724974010044,1.0,0.9999724974010044,0.9903080841139488,0.9999504953218079,0.9903575887921409,147231,181797,Flipped,chr2
F3_108,181802,181801,181801,1.0,1.0,1.0,0.9998404849258254,0.9998459854456246,0.9999944994802009,181802,147201,Direct,chr2
F3_109,181802,181801,181801,1.0,1.0,1.0,0.9997414755694413,0.9997414755694413,1.0,150988,181802,Flipped,chr2
F3_110,181802,181801,181801,1.0,0.9794280559512873,0.9794280559512873,0.9999889989604017,0.9229487186539128,0.9229377176143145,167793,178062,Flipped,chr2
F3_111,181802,181801,181801,1.0,1.0,1.0,0.9922662691624359,0.9922662691624359,1.0,181802,150450,Direct,chr2
F3_112,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,1.0,0.9999889989604017,131581,181802,Flipped,chr2
F3_113,181802,181801,181801,1.0,1.0,1.0,0.9981078211891024,0.9981298232682988,0.9999779979208036,146135,181802,Flipped,chr2
F3_114,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,143277,181802,Flipped,chr2
F3_115,181802,181801,181801,1.0,1.0,1.0,0.9990484100747521,1.0,0.9990484100747521,133859,181802,Flipped,chr2
F3_116,181802,181801,181801,1.0,1.0,1.0,0.998091319629705,0.9999834984406026,0.9981078211891024,169683,181802,Flipped,chr2
F3_117,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,0.9999944994802009,1.0,181802,156732,Direct,chr2
F3_118,181802,181801,181801,1.0,1.0,1.0,0.9997249740100439,0.9997359750496422,0.9999889989604017,156701,181802,Flipped,chr2
F3_119,181802,181801,181801,1.0,1.0,1.0,0.9790430195653489,0.980957200455443,0.9980858191099059,181802,143622,Direct,chr2
F3_120,181802,181801,181801,1.0,1.0,1.0,0.9981848284662901,0.9999779979208036,0.9982068305454865,150549,181802,Flipped,chr2
F3_121,181802,181801,181801,1.0,1.0,1.0,0.9799781079311995,1.0,0.9799781079311995,181802,137806,Direct,chr2
F3_122,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,135027,181802,Flipped,chr2
F3_123,181802,181801,181801,1.0,1.0,1.0,0.9999229927228123,1.0,0.9999229927228123,181802,141592,Direct,chr2
F3_124,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,0.9999944994802009,1.0,181802,151374,Direct,chr2
F3_125,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,181802,162067,Direct,chr2
F3_126,181802,181801,181801,1.0,1.0,1.0,0.9881463798328942,0.9999724974010044,0.9881738824318899,181802,152989,Direct,chr2
F3_127,181802,181801,181801,1.0,1.0,1.0,0.9965566746057503,0.9965566746057503,1.0,181802,148061,Direct,chr2
F3_128,181802,181801,181801,1.0,1.0,1.0,0.9998899896040175,0.9999834984406026,0.9999064911634149,181802,162950,Direct,chr2
F3_129,181802,181801,181801,1.0,1.0,1.0,0.9744060813746899,0.9744225829340872,0.9999834984406026,181802,152609,Direct,chr2
F3_130,181802,181801,181801,1.0,1.0,1.0,0.9997964807674325,0.9997964807674325,1.0,158877,181802,Flipped,chr2
F3_131,181802,181801,181801,1.0,1.0,1.0,0.9807701827822729,1.0,0.9807701827822729,147282,181802,Flipped,chr2
F3_132,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,139340,181802,Flipped,chr2
F3_133,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,156965,181802,Flipped,chr2
F3_134,181802,181801,181801,1.0,1.0,1.0,0.999818482846629,1.0,0.999818482846629,145891,181802,Flipped,chr2
F3_135,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,1.0,0.9997469760892405,181802,148275,Direct,chr2
F3_136,181802,181801,181801,1.0,1.0,1.0,0.9610563198222232,0.9999779979208036,0.9610783219014197,181802,144072,Direct,chr2
F3_137,181802,181801,181801,1.0,1.0,1.0,0.9273931386516026,1.0,0.9273931386516026,181802,134158,Direct,chr2
F3_138,181802,181801,181801,1.0,1.0,1.0,0.9842355102557192,1.0,0.9842355102557192,181802,174008,Direct,chr2
F3_139,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,137390,181802,Flipped,chr2
F3_140,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,0.9999944994802009,1.0,181802,156284,Direct,chr2
F3_141,181802,181801,181801,1.0,1.0,1.0,0.9798515959758197,0.9999834984406026,0.9798680975352171,181802,146893,Direct,chr2
F3_142,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,181802,132500,Direct,chr2
F3_143,181802,181801,181801,1.0,1.0,1.0,0.9846975539188453,0.9847085549584436,0.9999889989604017,138275,181802,Flipped,chr2
F3_144,181802,181801,181801,1.0,1.0,1.0,0.9807976853812685,1.0,0.9807976853812685,181802,149003,Direct,chr2
F3_145,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,145921,181802,Flipped,chr2
F3_146,181802,181801,181801,1.0,0.992227765523842,0.992227765523842,0.9976182749269806,0.9687020423430014,0.9704677091985192,160933,180389,Flipped,chr2
F3_147,181802,181801,181801,1.0,1.0,1.0,0.9999724974010044,1.0,0.9999724974010044,181802,144251,Direct,chr2
F3_148,181802,181801,181801,1.0,1.0,1.0,0.9892354827531201,1.0,0.9892354827531201,144424,181802,Flipped,chr2
F3_149,181802,181801,181800,0.9999944994802009,1.0,0.9999944994802009,0.9646096556124554,0.9999889989604017,0.9646206566520537,147143,181801,Flipped,chr2
F3_150,181802,181801,181801,1.0,1.0,1.0,0.9895820155004648,0.9906326147820969,0.9989494007183679,147773,181802,Flipped,chr2
F3_151,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,164850,181802,Flipped,chr2
F3_152,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,149765,181802,Flipped,chr2
F3_153,181802,181801,181801,1.0,1.0,1.0,0.9992299272281231,0.9992299272281231,1.0,181802,142844,Direct,chr2
F3_154,181802,181801,181801,1.0,1.0,1.0,0.9998239833664281,0.9999724974010044,0.9998514859654237,151309,181802,Flipped,chr2
F3_155,181802,181801,181801,1.0,1.0,1.0,0.9997414755694413,0.9997469760892405,0.9999944994802009,181802,168185,Direct,chr2
F3_156,181802,181801,181801,1.0,1.0,1.0,0.9999339937624105,0.9999339937624105,1.0,181802,136202,Direct,chr2
F3_157,181802,181801,181801,1.0,1.0,1.0,0.9998294838862273,0.9998459854456246,0.9999834984406026,181802,163895,Direct,chr2
F3_158,181802,181801,181801,1.0,1.0,1.0,0.9998844890842185,1.0,0.9998844890842185,181802,141969,Direct,chr2
F3_159,181802,181801,181801,1.0,1.0,1.0,0.9994334464606905,1.0,0.9994334464606905,181802,152842,Direct,chr2
F3_160,181802,181801,181801,1.0,1.0,1.0,0.959318155565701,0.9807921848614695,0.9785259707042315,153622,181802,Flipped,chr2
F3_161,181802,181801,181801,1.0,1.0,1.0,0.9587901056649853,0.9999944994802009,0.9587956061847844,149933,181802,Flipped,chr2
F3_162,181802,181801,181801,1.0,1.0,1.0,0.9994114443814941,0.9998019812872316,0.9996094630942625,135075,181802,Flipped,chr2
F3_163,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,151248,181802,Flipped,chr2
F3_164,181802,181801,181801,1.0,1.0,1.0,0.9867657493633148,0.9867657493633148,1.0,158373,181802,Flipped,chr2
F3_165,181802,181801,181801,1.0,1.0,1.0,0.9740485475877471,0.9759187243194481,0.9981298232682988,145591,181802,Flipped,chr2
F3_166,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,144046,181802,Flipped,chr2
F3_167,181802,181801,181801,1.0,1.0,1.0,0.9999614963614062,0.9999889989604017,0.9999724974010044,148988,181802,Flipped,chr2
F3_168,181802,181801,181801,1.0,1.0,1.0,0.9518484496784946,0.931370014466367,0.9787074878576025,143173,181802,Flipped,chr2
F3_169,181802,181801,181801,1.0,1.0,1.0,0.9778384057293414,0.996270647576196,0.9815677581531455,147031,181802,Flipped,chr2
F3_170,181802,181801,181801,1.0,1.0,1.0,0.9983773466592593,0.9983773466592593,1.0,166115,181802,Flipped,chr2
F3_171,181802,181801,181801,1.0,1.0,1.0,0.9643291291027002,0.9999724974010044,0.9643566317016958,174289,181802,Flipped,chr2
F3_172,181802,181801,181801,1.0,1.0,1.0,0.9826183574347775,1.0,0.9826183574347775,149475,181802,Flipped,chr2
F3_173,181802,181801,181801,1.0,1.0,1.0,0.9509738670304344,0.9528605453215329,0.9981133217089015,181802,155630,Direct,chr2
F3_174,181802,181801,181801,1.0,1.0,1.0,0.9975962728477841,0.9997139729704457,0.9978822998773385,181802,151691,Direct,chr2
F3_175,181802,181801,181801,1.0,1.0,1.0,0.998135323788098,1.0,0.998135323788098,150678,181802,Flipped,chr2
F3_176,181802,181801,181801,1.0,1.0,1.0,0.9851155934235786,0.9909626459700441,0.9941529474535343,153245,181802,Flipped,chr2
F3_177,181802,181801,181801,1.0,1.0,1.0,0.9807976853812685,0.9807976853812685,1.0,181802,166451,Direct,chr2
F3_178,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999889989604017,0.9999889989604017,181802,141355,Direct,chr2
F3_179,181802,181801,181801,1.0,1.0,1.0,0.9985038586146391,0.9985038586146391,1.0,181802,135213,Direct,chr2
F3_180,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,181802,140197,Direct,chr2
F3_181,181802,181801,181800,0.9999944994802009,1.0,0.9999944994802009,0.9017277132689039,0.998135323788098,0.9035923894808059,155298,181801,Flipped,chr2
F3_182,181802,181801,181801,1.0,0.9914796948311615,0.9914796948311615,0.9996314651734589,0.9811992233266044,0.9811717207276087,180253,171053,Direct,chr2
F3_183,181802,181801,181801,1.0,1.0,1.0,0.9997029719308475,1.0,0.9997029719308475,181802,144313,Direct,chr2
F3_184,181802,181801,181801,1.0,1.0,1.0,0.998135323788098,1.0,0.998135323788098,181802,146975,Direct,chr2
F3_185,181802,181801,181801,1.0,1.0,1.0,0.9997139729704457,1.0,0.9997139729704457,165272,181802,Flipped,chr2
F3_186,181802,181801,181801,1.0,1.0,1.0,0.9994664495794853,0.9997469760892405,0.9997194734902448,164099,181802,Flipped,chr2
F3_187,181802,181801,181801,1.0,1.0,1.0,0.9438726959697692,1.0,0.9438726959697692,181802,154539,Direct,chr2
F3_188,181802,181801,181800,0.9999944994802009,0.9999944994802009,1.0,0.9994664495794853,0.9994719500992844,0.9999944994802009,181801,141407,Direct,chr2
F3_189,181802,181801,181801,1.0,1.0,1.0,0.9999724974010044,0.9999724974010044,1.0,181802,143415,Direct,chr2
F3_190,181802,181801,181801,1.0,1.0,1.0,0.9971287286648588,0.9971287286648588,1.0,144299,181802,Flipped,chr2
F3_191,181802,181801,181801,1.0,1.0,1.0,0.9961331345812179,0.9999779979208036,0.9961551366604144,181802,145634,Direct,chr2
F3_192,181802,181801,181801,1.0,1.0,1.0,0.9999669968812053,0.9999779979208036,0.9999889989604017,181802,150076,Direct,chr2
F3_193,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,149954,181802,Flipped,chr2
F3_194,181802,181801,181800,0.9999944994802009,0.9999944994802009,1.0,0.9999504953218079,0.999955995841607,0.9999944994802009,143094,181801,Flipped,chr2
F3_195,181802,181801,181801,1.0,1.0,1.0,0.9995709594556685,0.9999449948020088,0.9996259646536597,147917,181802,Flipped,chr2
F3_196,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,165120,181802,Flipped,chr2
F3_197,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,135993,181802,Flipped,chr2
F3_198,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,1.0,0.9999889989604017,149999,181802,Flipped,chr2
F3_199,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,181802,159395,Direct,chr2
F1_0,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,411246,385106,Direct,chr3
F1_1,411246,411245,411245,1.0,1.0,1.0,0.9961361232355409,1.0,0.9961361232355409,411246,385075,Direct,chr3
F1_2,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,374907,411246,Flipped,chr3
F1_3,411246,411245,411245,1.0,1.0,1.0,1.0,1.0,1.0,411246,381947,Direct,chr3
F1_4,411246,411245,411245,1.0,1.0,1.0,0.9999537988303809,0.9999951367189874,0.9999586621113935,383069,411246,Flipped,chr3
F1_5,411246,411245,411245,1.0,1.0,1.0,0.9998249218835488,0.9998249218835488,1.0,411246,376075,Direct,chr3
F1_6,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9997422461063357,1.0,0.9997422461063357,411245,382282,Direct,chr3
F1_7,411246,411245,411245,1.0,1.0,1.0,0.9457160573380832,0.9457160573380832,1.0,383632,411246,Flipped,chr3
F1_8,411246,411245,411245,1.0,1.0,1.0,0.9997300879038044,0.9999148925822806,0.9998151953215236,411246,376578,Direct,chr3
F1_9,411246,411245,411245,1.0,1.0,1.0,0.9997349511848168,0.9997349511848168,1.0,411246,382335,Direct,chr3
F2_0,411246,411245,411244,0.9999975683594937,1.0,0.9999975683594937,0.9924230081824703,0.9925518851293025,0.9998711230531678,411245,381512,Direct,chr3
F2_1,411246,411245,411245,1.0,1.0,1.0,0.9995282617417841,0.9995282617417841,1.0,411246,385774,Direct,chr3
F2_2,411246,411245,411245,1.0,1.0,1.0,0.9982565137570062,0.9985288574937081,0.9997276562632981,386561,411246,Flipped,chr3
F2_3,411246,411245,411245,1.0,1.0,1.0,0.9997349511848168,1.0,0.9997349511848168,382882,411246,Flipped,chr3
F2_4,411246,411245,411245,1.0,1.0,1.0,0.9994650390886212,0.9998200586025362,0.999644980486085,382661,411246,Flipped,chr3
F2_5,411246,411245,411245,1.0,1.0,1.0,0.9999148925822806,1.0,0.9999148925822806,375409,411246,Flipped,chr3
F2_6,411246,411245,411245,1.0,1.0,1.0,0.9999148925822806,1.0,0.9999148925822806,411246,371374,Direct,chr3
F2_7,411246,411245,411245,1.0,1.0,1.0,0.9958710744203577,0.9961361232355409,0.9997349511848168,380828,411246,Flipped,chr3
F2_8,411246,411245,411245,1.0,1.0,1.0,0.9999829785164561,0.9999829785164561,1.0,387939,411246,Flipped,chr3
F2_9,411246,411245,411245,1.0,1.0,1.0,0.9997762890734234,0.9999610937518997,0.9998151953215236,411246,387302,Direct,chr3
F2_10,411246,411245,411245,1.0,1.0,1.0,0.9997349511848168,1.0,0.9997349511848168,386663,411246,Flipped,chr3
F2_11,411246,411245,411245,1.0,1.0,1.0,0.9997957421974736,0.9999513671898747,0.9998443750075989,411246,395521,Direct,chr3
F2_12,411246,411245,411242,0.9999927050784811,1.0,0.9999927050784811,0.9997957421974736,0.9998297851645612,0.9999659570329122,389627,411243,Flipped,chr3
