Sample,Total_sites,Valid_sites,Correct_sites,Accuracy,Track1_accuracy,Track2_accuracy,Founder_accuracy,Founder_Track1_accuracy,Founder_Track2_accuracy,Direct_matches,Flipped_matches,Dominant_phase,Contig,Generation,Track_avg,Phase_error_gap,Allele_founder_gap
F3_198,171179,171178,171178,1.0,1.0,1.0,0.9879482176447908,0.9954082884482819,0.9925399291965089,139264,171179,Flipped,chr1,F3,1.0,0.0,0.012051782355209206
F1_2,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,144480,181802,Flipped,chr2,F1,1.0,0.0,0.0
F1_4,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,152285,181802,Flipped,chr2,F1,1.0,0.0,0.0
F2_2,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,157748,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_3,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,1.0,0.9999889989604017,145380,181802,Flipped,chr2,F2,1.0,0.0,1.1001039598279583e-05
F2_4,181802,181801,181801,1.0,1.0,1.0,0.988091374634903,0.9881738824318899,0.9999174922030132,136249,181802,Flipped,chr2,F2,1.0,0.0,0.011908625365096959
F2_5,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,151394,181802,Flipped,chr2,F2,1.0,0.0,5.50051979908428e-06
F2_7,181802,181801,181801,1.0,1.0,1.0,0.9665348375421478,0.9759187243194481,0.9906161132226995,157873,181802,Flipped,chr2,F2,1.0,0.0,0.03346516245785225
F2_8,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,168901,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_10,181802,181801,181801,1.0,1.0,1.0,0.9997249740100439,0.9997469760892405,0.9999779979208036,155950,181802,Flipped,chr2,F2,1.0,0.0,0.0002750259899561014
F2_12,181802,181801,181801,1.0,1.0,1.0,0.9981243227484997,1.0,0.9981243227484997,142745,181802,Flipped,chr2,F2,1.0,0.0,0.001875677251500285
F2_14,181802,181801,181801,1.0,1.0,1.0,0.9981188222287006,0.9999889989604017,0.9981298232682988,145137,181802,Flipped,chr2,F2,1.0,0.0,0.0018811777712993694
F2_16,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,144864,181802,Flipped,chr2,F2,1.0,0.0,1.1001039598279583e-05
F2_18,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,154177,181802,Flipped,chr2,F2,1.0,0.0,1.6501559397363863e-05
F2_19,181802,181801,181801,1.0,1.0,1.0,0.9716668225147277,0.9782069405558825,0.9934598819588452,138394,181802,Flipped,chr2,F2,1.0,0.0,0.02833317748527231
F2_21,181802,181801,181801,1.0,1.0,1.0,0.9997304745298431,0.9997469760892405,0.9999834984406026,153266,181802,Flipped,chr2,F2,1.0,0.0,0.0002695254701569061
F2_23,181802,181801,181801,1.0,1.0,1.0,0.9989383996787696,0.9999889989604017,0.9989494007183679,155617,181802,Flipped,chr2,F2,1.0,0.0,0.0010616003212303715
F2_29,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,0.9999779979208036,1.0,144354,181802,Flipped,chr2,F2,1.0,0.0,2.2002079196448143e-05
F2_30,181802,181801,181801,1.0,1.0,1.0,0.9973597504964219,0.9997469760892405,0.9976127744071814,143118,181802,Flipped,chr2,F2,1.0,0.0,0.002640249503578107
F2_33,181802,181801,181801,1.0,1.0,1.0,0.9998514859654237,0.9998514859654237,1.0,139814,181802,Flipped,chr2,F2,1.0,0.0,0.00014851403457627477
F2_35,181802,181801,181801,1.0,1.0,1.0,0.998135323788098,1.0,0.998135323788098,140804,181802,Flipped,chr2,F2,1.0,0.0,0.0018646762119020055
F2_36,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,139877,181802,Flipped,chr2,F2,1.0,0.0,1.6501559397363863e-05
F2_38,181802,181801,181801,1.0,1.0,1.0,0.9807756833020721,0.9999779979208036,0.9807976853812685,144064,181802,Flipped,chr2,F2,1.0,0.0,0.0192243166979279
F2_39,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,0.9999779979208036,1.0,142890,181802,Flipped,chr2,F2,1.0,0.0,2.2002079196448143e-05
F2_40,181802,181801,181801,1.0,1.0,1.0,0.9999504953218079,0.9999724974010044,0.9999779979208036,138493,181802,Flipped,chr2,F2,1.0,0.0,4.950467819209159e-05
F2_41,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,145570,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_42,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,0.9999779979208036,1.0,150669,181802,Flipped,chr2,F2,1.0,0.0,2.2002079196448143e-05
F2_43,181802,181801,181800,0.9999944994802009,1.0,0.9999944994802009,0.9646426587312501,0.9999889989604017,0.9646536597708484,151056,181801,Flipped,chr2,F2,0.9999972497401004,-2.750259899486629e-06,0.035351840748950814
F2_46,181802,181801,181801,1.0,1.0,1.0,0.998091319629705,0.998135323788098,0.999955995841607,153769,181802,Flipped,chr2,F2,1.0,0.0,0.0019086803702950128
F2_48,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,145089,181802,Flipped,chr2,F2,1.0,0.0,0.0002530239107595422
F2_51,181802,181801,181801,1.0,1.0,1.0,0.9998459854456246,0.9998514859654237,0.9999944994802009,152818,181802,Flipped,chr2,F2,1.0,0.0,0.00015401455437535905
F2_55,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,159159,181802,Flipped,chr2,F2,1.0,0.0,1.6501559397363863e-05
F2_56,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,177761,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_58,181802,181801,181801,1.0,1.0,1.0,0.9785259707042315,1.0,0.9785259707042315,143026,181802,Flipped,chr2,F2,1.0,0.0,0.02147402929576847
F2_59,181802,181801,181801,1.0,1.0,1.0,0.999136418391538,0.9992299272281231,0.9999064911634149,143349,181802,Flipped,chr2,F2,1.0,0.0,0.0008635816084620052
F2_62,181802,181801,181801,1.0,1.0,1.0,0.9972827432192343,1.0,0.9972827432192343,147816,181802,Flipped,chr2,F2,1.0,0.0,0.002717256780765731
F2_63,181802,181801,181801,1.0,1.0,1.0,0.9999449948020088,0.9999944994802009,0.9999504953218079,164960,181802,Flipped,chr2,F2,1.0,0.0,5.500519799117587e-05
F2_64,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,153919,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_66,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,141848,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_69,181802,181801,181801,1.0,1.0,1.0,0.9998349844060264,1.0,0.9998349844060264,150785,181802,Flipped,chr2,F2,1.0,0.0,0.00016501559397363863
F2_73,181802,181801,181801,1.0,1.0,1.0,0.9999724974010044,1.0,0.9999724974010044,142427,181802,Flipped,chr2,F2,1.0,0.0,2.7502598995643446e-05
F2_74,181802,181801,181801,1.0,1.0,1.0,0.9999174922030132,0.9999449948020088,0.9999724974010044,161788,181802,Flipped,chr2,F2,1.0,0.0,8.250779698681932e-05
F2_75,181802,181801,181801,1.0,1.0,1.0,0.9978822998773385,0.998135323788098,0.9997469760892405,146587,181802,Flipped,chr2,F2,1.0,0.0,0.0021177001226615477
F2_80,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,145062,181802,Flipped,chr2,F2,1.0,0.0,5.50051979908428e-06
F2_82,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,148477,181802,Flipped,chr2,F2,1.0,0.0,0.0
F2_83,181802,181801,181801,1.0,1.0,1.0,0.9999119916832141,0.9999944994802009,0.9999174922030132,136816,181802,Flipped,chr2,F2,1.0,0.0,8.80083167859036e-05
F2_87,181802,181801,181801,1.0,1.0,1.0,0.9999174922030132,0.9999834984406026,0.9999339937624105,160452,181802,Flipped,chr2,F2,1.0,0.0,8.250779698681932e-05
F2_89,181802,181801,181801,1.0,1.0,1.0,0.9841420014191341,0.9999064911634149,0.9842355102557192,171702,181802,Flipped,chr2,F2,1.0,0.0,0.015857998580865895
F2_92,181802,181801,181801,1.0,1.0,1.0,0.9282622207798636,0.9734379898900446,0.954824230889819,163247,181802,Flipped,chr2,F2,1.0,0.0,0.07173777922013636
F2_93,181802,181801,181801,1.0,1.0,1.0,0.9830143948603143,0.9919912431724798,0.9910231516878345,155809,181802,Flipped,chr2,F2,1.0,0.0,0.016985605139685722
F2_94,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,1.0,0.9999889989604017,150423,181802,Flipped,chr2,F2,1.0,0.0,1.1001039598279583e-05
F2_96,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,160562,181802,Flipped,chr2,F2,1.0,0.0,1.1001039598279583e-05
F2_99,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,146061,181802,Flipped,chr2,F2,1.0,0.0,0.0002530239107595422
F3_0,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,0.9999779979208036,1.0,154821,181802,Flipped,chr2,F3,1.0,0.0,2.2002079196448143e-05
F3_1,181802,181801,181801,1.0,1.0,1.0,0.9996974714110484,1.0,0.9996974714110484,145275,181802,Flipped,chr2,F3,1.0,0.0,0.0003025285889516338
F3_3,181802,181801,181801,1.0,1.0,1.0,0.9751211489485756,0.9785259707042315,0.9965951782443441,141843,181802,Flipped,chr2,F3,1.0,0.0,0.0248788510514244
F3_6,181802,181801,181801,1.0,1.0,1.0,0.990726123618682,0.9910231516878345,0.9997029719308475,141620,181802,Flipped,chr2,F3,1.0,0.0,0.009273876381318047
F3_7,181802,181801,181801,1.0,1.0,1.0,0.9999229927228123,0.999955995841607,0.9999669968812053,158652,181802,Flipped,chr2,F3,1.0,0.0,7.700727718773503e-05
F3_8,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,1.0,0.9999779979208036,139276,181802,Flipped,chr2,F3,1.0,0.0,2.2002079196448143e-05
F3_10,181802,181801,181801,1.0,1.0,1.0,0.9999174922030132,0.9999284932426115,0.9999889989604017,154836,181802,Flipped,chr2,F3,1.0,0.0,8.250779698681932e-05
F3_11,181802,181801,181801,1.0,1.0,1.0,0.9737185163997998,0.9999889989604017,0.9737295174393981,150758,181802,Flipped,chr2,F3,1.0,0.0,0.026281483600200217
F3_15,181802,181801,181801,1.0,1.0,1.0,0.9797030819412434,0.9816007612719402,0.9981023206693033,147440,181802,Flipped,chr2,F3,1.0,0.0,0.020296918058756552
F3_17,181802,181801,181801,1.0,1.0,1.0,0.9999504953218079,0.9999779979208036,0.9999724974010044,138676,181802,Flipped,chr2,F3,1.0,0.0,4.950467819209159e-05
F3_18,181802,181801,181801,1.0,1.0,1.0,0.9986303705700189,0.9999449948020088,0.9986853757680101,155953,181802,Flipped,chr2,F3,1.0,0.0,0.0013696294299810896
F3_19,181802,181801,181801,1.0,1.0,1.0,0.9755666910523044,0.9758362165224613,0.9997304745298431,149778,181802,Flipped,chr2,F3,1.0,0.0,0.024433308947695576
F3_20,181802,181801,181801,1.0,1.0,1.0,0.9979868097535217,0.9979923102733208,0.9999944994802009,144097,181802,Flipped,chr2,F3,1.0,0.0,0.0020131902464782803
F3_21,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,140466,181802,Flipped,chr2,F3,1.0,0.0,1.1001039598279583e-05
F3_24,181802,181801,181801,1.0,1.0,1.0,0.9997139729704457,0.9997139729704457,1.0,147935,181802,Flipped,chr2,F3,1.0,0.0,0.00028602702955426995
F3_25,181802,181801,181801,1.0,1.0,1.0,0.9996314651734589,0.9998844890842185,0.9997469760892405,155796,181802,Flipped,chr2,F3,1.0,0.0,0.00036853482654108927
F3_27,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,137279,181802,Flipped,chr2,F3,1.0,0.0,5.50051979908428e-06
F3_28,181802,181801,181801,1.0,0.9910341527274328,0.9910341527274328,0.999955995841607,0.9452643274789467,0.9453028311175407,175411,180172,Flipped,chr2,F3,0.9910341527274328,0.008965847272567218,4.400415839300731e-05
F3_29,181802,181801,181801,1.0,1.0,1.0,0.9994279459408915,0.9994279459408915,1.0,145256,181802,Flipped,chr2,F3,1.0,0.0,0.0005720540591085399
F3_32,181802,181801,181801,1.0,1.0,1.0,0.9641201093503337,0.9976127744071814,0.9665073349431521,153574,181802,Flipped,chr2,F3,1.0,0.0,0.035879890649666346
F3_34,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,0.9999779979208036,0.9999284932426115,167052,181802,Flipped,chr2,F3,1.0,0.0,9.35088365850989e-05
F3_35,181802,181801,181801,1.0,1.0,1.0,0.9992024246291275,1.0,0.9992024246291275,175277,181802,Flipped,chr2,F3,1.0,0.0,0.0007975753708725497
F3_36,181802,181801,181801,1.0,1.0,1.0,0.9936303980726179,0.993641399112216,0.9999889989604017,154905,181802,Flipped,chr2,F3,1.0,0.0,0.006369601927382118
F3_37,181802,181801,181801,1.0,1.0,1.0,0.9998679875248211,0.9998789885644194,0.9999889989604017,137317,181802,Flipped,chr2,F3,1.0,0.0,0.0001320124751789109
F3_38,181802,181801,181801,1.0,1.0,1.0,0.9998019812872316,0.9998349844060264,0.9999669968812053,141412,181802,Flipped,chr2,F3,1.0,0.0,0.00019801871276836636
F3_39,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,168435,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_40,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,156046,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_42,181802,181801,181801,1.0,1.0,1.0,0.9880693725557065,0.9999779979208036,0.988091374634903,144973,181802,Flipped,chr2,F3,1.0,0.0,0.011930627444293518
F3_43,181802,181801,181801,1.0,1.0,1.0,0.9997194734902448,0.9997469760892405,0.9999724974010044,150918,181802,Flipped,chr2,F3,1.0,0.0,0.00028052650975518567
F3_44,181802,181801,181801,1.0,1.0,1.0,0.9906161132226995,1.0,0.9906161132226995,150472,181802,Flipped,chr2,F3,1.0,0.0,0.00938388677730051
F3_45,181802,181801,181801,1.0,1.0,1.0,0.9999779979208036,1.0,0.9999779979208036,150541,181802,Flipped,chr2,F3,1.0,0.0,2.2002079196448143e-05
F3_46,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,1.0,0.9999064911634149,154501,181802,Flipped,chr2,F3,1.0,0.0,9.35088365850989e-05
F3_47,181802,181801,181801,1.0,1.0,1.0,0.9919912431724798,1.0,0.9919912431724798,146812,181802,Flipped,chr2,F3,1.0,0.0,0.008008756827520225
F3_48,181802,181801,181801,1.0,1.0,1.0,0.9980803185901068,0.998091319629705,0.9999889989604017,141665,181802,Flipped,chr2,F3,1.0,0.0,0.0019196814098931814
F3_49,181802,181801,181801,1.0,0.9888119427285879,0.9888119427285879,0.9841420014191341,0.9124482263573908,0.9281192072650866,173736,179768,Flipped,chr2,F3,0.9888119427285879,0.011188057271412144,0.015857998580865895
F3_52,181802,181801,181801,1.0,1.0,1.0,0.9999669968812053,0.9999779979208036,0.9999889989604017,152588,181802,Flipped,chr2,F3,1.0,0.0,3.3003118794727726e-05
F3_53,181802,181801,181801,1.0,1.0,1.0,0.9980968201495042,1.0,0.9980968201495042,137213,181802,Flipped,chr2,F3,1.0,0.0,0.0019031798504958175
F3_54,181802,181801,181801,1.0,1.0,1.0,0.9992299272281231,1.0,0.9992299272281231,155990,181802,Flipped,chr2,F3,1.0,0.0,0.0007700727718769063
F3_55,181802,181801,181801,1.0,1.0,1.0,0.97590772327985,0.9999889989604017,0.9759187243194481,147359,181802,Flipped,chr2,F3,1.0,0.0,0.02409227672015002
F3_59,181802,181801,181801,1.0,1.0,1.0,0.9998459854456246,1.0,0.9998459854456246,147868,181802,Flipped,chr2,F3,1.0,0.0,0.00015401455437535905
F3_64,181802,181801,181801,1.0,1.0,1.0,0.9968151990363089,1.0,0.9968151990363089,150617,181802,Flipped,chr2,F3,1.0,0.0,0.0031848009636911145
F3_67,181802,181801,181801,1.0,1.0,1.0,0.9991859230697301,0.999955995841607,0.9992299272281231,139816,181802,Flipped,chr2,F3,1.0,0.0,0.0008140769302699136
F3_68,181802,181801,181801,1.0,1.0,1.0,0.9999064911634149,0.9999064911634149,1.0,142099,181802,Flipped,chr2,F3,1.0,0.0,9.35088365850989e-05
F3_69,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,146900,181802,Flipped,chr2,F3,1.0,0.0,1.6501559397363863e-05
F3_71,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,154180,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_75,181802,181801,181801,1.0,1.0,1.0,0.997590772327985,0.9976072738873824,0.9999834984406026,155445,181802,Flipped,chr2,F3,1.0,0.0,0.002409227672015013
F3_79,181802,181801,181801,1.0,1.0,1.0,0.9998239833664281,0.9998239833664281,1.0,143462,181802,Flipped,chr2,F3,1.0,0.0,0.0001760166335719182
F3_82,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,148476,181802,Flipped,chr2,F3,1.0,0.0,1.1001039598279583e-05
F3_83,181802,181801,181801,1.0,1.0,1.0,0.9988393903223854,0.9998734880446202,0.9989659022777653,138950,181802,Flipped,chr2,F3,1.0,0.0,0.0011606096776145547
F3_86,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9998019812872316,0.9999449948020088,140065,181802,Flipped,chr2,F3,1.0,0.0,0.0002530239107595422
F3_87,181802,181801,181801,1.0,1.0,1.0,0.9998514859654237,0.9998514859654237,1.0,138459,181802,Flipped,chr2,F3,1.0,0.0,0.00014851403457627477
F3_88,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,150427,181802,Flipped,chr2,F3,1.0,0.0,5.50051979908428e-06
F3_91,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,1.0,0.9999834984406026,151101,181802,Flipped,chr2,F3,1.0,0.0,1.6501559397363863e-05
F3_95,181802,181801,181801,1.0,1.0,1.0,0.9906051121831013,0.9999889989604017,0.9906161132226995,141773,181802,Flipped,chr2,F3,1.0,0.0,0.009394887816898678
F3_96,181802,181801,181801,1.0,1.0,1.0,0.9848625695128189,0.9848790710722163,0.9999834984406026,143750,181802,Flipped,chr2,F3,1.0,0.0,0.01513743048718108
F3_98,181802,181801,181801,1.0,1.0,1.0,0.9997194734902448,1.0,0.9997194734902448,145365,181802,Flipped,chr2,F3,1.0,0.0,0.00028052650975518567
F3_99,181802,181801,181801,1.0,1.0,1.0,0.9979703081941244,0.9980253133921155,0.9998789885644194,167601,181802,Flipped,chr2,F3,1.0,0.0,0.002029691805875644
F3_101,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,1.0,0.9997469760892405,143093,181802,Flipped,chr2,F3,1.0,0.0,0.0002530239107595422
F3_103,181802,181801,181801,1.0,1.0,1.0,0.9085263557406175,1.0,0.9085263557406175,147086,181802,Flipped,chr2,F3,1.0,0.0,0.09147364425938254
F3_104,181802,181801,181801,1.0,1.0,1.0,0.9998899896040175,0.9999834984406026,0.9999064911634149,148056,181802,Flipped,chr2,F3,1.0,0.0,0.00011001039598246276
F3_105,181802,181801,181801,1.0,1.0,1.0,0.9973212468578281,0.9973212468578281,1.0,151701,181802,Flipped,chr2,F3,1.0,0.0,0.002678753142171919
F3_107,181802,181801,181796,0.9999724974010044,1.0,0.9999724974010044,0.9903080841139488,0.9999504953218079,0.9903575887921409,147231,181797,Flipped,chr2,F3,0.9999862487005022,-1.3751299497877234e-05,0.009664413287055584
F3_109,181802,181801,181801,1.0,1.0,1.0,0.9997414755694413,0.9997414755694413,1.0,150988,181802,Flipped,chr2,F3,1.0,0.0,0.00025852443055873753
F3_110,181802,181801,181801,1.0,0.9794280559512873,0.9794280559512873,0.9999889989604017,0.9229487186539128,0.9229377176143145,167793,178062,Flipped,chr2,F3,0.9794280559512873,0.020571944048712654,1.1001039598279583e-05
F3_112,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,1.0,0.9999889989604017,131581,181802,Flipped,chr2,F3,1.0,0.0,1.1001039598279583e-05
F3_113,181802,181801,181801,1.0,1.0,1.0,0.9981078211891024,0.9981298232682988,0.9999779979208036,146135,181802,Flipped,chr2,F3,1.0,0.0,0.001892178810897649
F3_114,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,143277,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_115,181802,181801,181801,1.0,1.0,1.0,0.9990484100747521,1.0,0.9990484100747521,133859,181802,Flipped,chr2,F3,1.0,0.0,0.0009515899252479088
F3_116,181802,181801,181801,1.0,1.0,1.0,0.998091319629705,0.9999834984406026,0.9981078211891024,169683,181802,Flipped,chr2,F3,1.0,0.0,0.0019086803702950128
F3_118,181802,181801,181801,1.0,1.0,1.0,0.9997249740100439,0.9997359750496422,0.9999889989604017,156701,181802,Flipped,chr2,F3,1.0,0.0,0.0002750259899561014
F3_120,181802,181801,181801,1.0,1.0,1.0,0.9981848284662901,0.9999779979208036,0.9982068305454865,150549,181802,Flipped,chr2,F3,1.0,0.0,0.001815171533709914
F3_122,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,135027,181802,Flipped,chr2,F3,1.0,0.0,1.1001039598279583e-05
F3_130,181802,181801,181801,1.0,1.0,1.0,0.9997964807674325,0.9997964807674325,1.0,158877,181802,Flipped,chr2,F3,1.0,0.0,0.00020351923256745064
F3_131,181802,181801,181801,1.0,1.0,1.0,0.9807701827822729,1.0,0.9807701827822729,147282,181802,Flipped,chr2,F3,1.0,0.0,0.019229817217727097
F3_132,181802,181801,181801,1.0,1.0,1.0,0.9999834984406026,0.9999834984406026,1.0,139340,181802,Flipped,chr2,F3,1.0,0.0,1.6501559397363863e-05
F3_133,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,156965,181802,Flipped,chr2,F3,1.0,0.0,0.0002530239107595422
F3_134,181802,181801,181801,1.0,1.0,1.0,0.999818482846629,1.0,0.999818482846629,145891,181802,Flipped,chr2,F3,1.0,0.0,0.0001815171533710025
F3_139,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,137390,181802,Flipped,chr2,F3,1.0,0.0,5.50051979908428e-06
F3_143,181802,181801,181801,1.0,1.0,1.0,0.9846975539188453,0.9847085549584436,0.9999889989604017,138275,181802,Flipped,chr2,F3,1.0,0.0,0.01530244608115472
F3_145,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,145921,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_146,181802,181801,181801,1.0,0.992227765523842,0.992227765523842,0.9976182749269806,0.9687020423430014,0.9704677091985192,160933,180389,Flipped,chr2,F3,0.992227765523842,0.007772234476158046,0.0023817250730193695
F3_148,181802,181801,181801,1.0,1.0,1.0,0.9892354827531201,1.0,0.9892354827531201,144424,181802,Flipped,chr2,F3,1.0,0.0,0.010764517246879879
F3_149,181802,181801,181800,0.9999944994802009,1.0,0.9999944994802009,0.9646096556124554,0.9999889989604017,0.9646206566520537,147143,181801,Flipped,chr2,F3,0.9999972497401004,-2.750259899486629e-06,0.03538484386774554
F3_150,181802,181801,181801,1.0,1.0,1.0,0.9895820155004648,0.9906326147820969,0.9989494007183679,147773,181802,Flipped,chr2,F3,1.0,0.0,0.010417984499535238
F3_151,181802,181801,181801,1.0,1.0,1.0,0.9999889989604017,0.9999889989604017,1.0,164850,181802,Flipped,chr2,F3,1.0,0.0,1.1001039598279583e-05
F3_152,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,149765,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_154,181802,181801,181801,1.0,1.0,1.0,0.9998239833664281,0.9999724974010044,0.9998514859654237,151309,181802,Flipped,chr2,F3,1.0,0.0,0.0001760166335719182
F3_160,181802,181801,181801,1.0,1.0,1.0,0.959318155565701,0.9807921848614695,0.9785259707042315,153622,181802,Flipped,chr2,F3,1.0,0.0,0.04068184443429901
F3_161,181802,181801,181801,1.0,1.0,1.0,0.9587901056649853,0.9999944994802009,0.9587956061847844,149933,181802,Flipped,chr2,F3,1.0,0.0,0.04120989433501465
F3_162,181802,181801,181801,1.0,1.0,1.0,0.9994114443814941,0.9998019812872316,0.9996094630942625,135075,181802,Flipped,chr2,F3,1.0,0.0,0.0005885556185059038
F3_163,181802,181801,181801,1.0,1.0,1.0,0.9997469760892405,0.9997469760892405,1.0,151248,181802,Flipped,chr2,F3,1.0,0.0,0.0002530239107595422
F3_164,181802,181801,181801,1.0,1.0,1.0,0.9867657493633148,0.9867657493633148,1.0,158373,181802,Flipped,chr2,F3,1.0,0.0,0.013234250636685152
F3_165,181802,181801,181801,1.0,1.0,1.0,0.9740485475877471,0.9759187243194481,0.9981298232682988,145591,181802,Flipped,chr2,F3,1.0,0.0,0.02595145241225294
F3_166,181802,181801,181801,1.0,1.0,1.0,0.9999944994802009,1.0,0.9999944994802009,144046,181802,Flipped,chr2,F3,1.0,0.0,5.50051979908428e-06
F3_167,181802,181801,181801,1.0,1.0,1.0,0.9999614963614062,0.9999889989604017,0.9999724974010044,148988,181802,Flipped,chr2,F3,1.0,0.0,3.8503638593812006e-05
F3_168,181802,181801,181801,1.0,1.0,1.0,0.9518484496784946,0.931370014466367,0.9787074878576025,143173,181802,Flipped,chr2,F3,1.0,0.0,0.04815155032150542
F3_169,181802,181801,181801,1.0,1.0,1.0,0.9778384057293414,0.996270647576196,0.9815677581531455,147031,181802,Flipped,chr2,F3,1.0,0.0,0.022161594270658558
F3_170,181802,181801,181801,1.0,1.0,1.0,0.9983773466592593,0.9983773466592593,1.0,166115,181802,Flipped,chr2,F3,1.0,0.0,0.0016226533407407429
F3_171,181802,181801,181801,1.0,1.0,1.0,0.9643291291027002,0.9999724974010044,0.9643566317016958,174289,181802,Flipped,chr2,F3,1.0,0.0,0.03567087089729981
F3_172,181802,181801,181801,1.0,1.0,1.0,0.9826183574347775,1.0,0.9826183574347775,149475,181802,Flipped,chr2,F3,1.0,0.0,0.017381642565222455
F3_175,181802,181801,181801,1.0,1.0,1.0,0.998135323788098,1.0,0.998135323788098,150678,181802,Flipped,chr2,F3,1.0,0.0,0.0018646762119020055
F3_176,181802,181801,181801,1.0,1.0,1.0,0.9851155934235786,0.9909626459700441,0.9941529474535343,153245,181802,Flipped,chr2,F3,1.0,0.0,0.014884406576421427
F3_181,181802,181801,181800,0.9999944994802009,1.0,0.9999944994802009,0.9017277132689039,0.998135323788098,0.9035923894808059,155298,181801,Flipped,chr2,F3,0.9999972497401004,-2.750259899486629e-06,0.09826678621129703
F3_185,181802,181801,181801,1.0,1.0,1.0,0.9997139729704457,1.0,0.9997139729704457,165272,181802,Flipped,chr2,F3,1.0,0.0,0.00028602702955426995
F3_186,181802,181801,181801,1.0,1.0,1.0,0.9994664495794853,0.9997469760892405,0.9997194734902448,164099,181802,Flipped,chr2,F3,1.0,0.0,0.0005335504205147279
F3_190,181802,181801,181801,1.0,1.0,1.0,0.9971287286648588,0.9971287286648588,1.0,144299,181802,Flipped,chr2,F3,1.0,0.0,0.002871271335141201
F3_193,181802,181801,181801,1.0,1.0,1.0,1.0,1.0,1.0,149954,181802,Flipped,chr2,F3,1.0,0.0,0.0
F3_194,181802,181801,181800,0.9999944994802009,0.9999944994802009,1.0,0.9999504953218079,0.999955995841607,0.9999944994802009,143094,181801,Flipped,chr2,F3,0.9999972497401004,-2.750259899486629e-06,4.400415839300731e-05
